"participant_ID","text_file","error","construct","dimension","unit","evidence_source","column","rater_1","rater_2","value_rater_1","value_rater_2"
"RBD1_D","./data/processed/exercises/RBD1_D_E08.txt","hay elementos (extras) [extra] como un narrador","TIL","retrieval","exercise","task_material","recall","original","rater_2",1,0
"RBD1_D","./data/processed/exercises/RBD1_D_E02.txt","ser (un) [una] trampa","TIL","retrieval","exercise","task_material","recall","original","rater_2",1,0
"FTE1_D","./data/processed/exercises/FTE1_D_E14.txt","1299€ [se] fueron al bolsillo de otra persona","TIL","retrieval","exercise","task_material","recall","original","rater_2",0,1
"RWF1_D","./data/processed/exercises/RWF1_D_E15.txt","por (lo) [el] contrario","TIL","retrieval","exercise","task_material","recall","original","rater_2",0,1
"CDG1_D","./data/processed/exercises/CDG1_D_E13.txt","aplicar este conocimiento (en) [a] situaciones reales / resulte (a) [en]","TIL","retrieval","exercise","task_material","recall","original","rater_2",0,1
"RPG1_D","./data/processed/exercises/RPG1_D_E14.txt","aunque yo (suporté) [experimenté] todo lo contrario","TIL","retrieval","exercise","task_material","recall","original","rater_2",0,1
"RPG1_D","./data/processed/exercises/RPG1_D_E01.txt","escogí su agencia porque encontré (tantas) [muchas] críticas positivas","TIL","retrieval","exercise","task_material","recall","original","rater_2",1,0
"CPJ1_D","./data/processed/exercises/CPJ1_D_E05.txt","con (los) datos (muy) [tan] privados","TIL","retrieval","exercise","task_material","recall","original","rater_2",1,0
"RCF1_D","./data/processed/exercises/RCF1_D_E08.txt","nos llaman (frequentemente) [frecuentemente]","TIL","retrieval","exercise","task_material","recall","original","rater_2",0,1
"RDL1_D","./data/processed/exercises/RDL1_D_E13.txt","estaba (tan) [muy] asustada mientras buscaba en línea","TIL","retrieval","exercise","task_material","recall","original","rater_2",1,0
"ASM1_D","./data/processed/exercises/ASM1_D_E14.txt","el nerviosismo me (dejaba) [hacía] olvidar que tenía que cargar mi portátil","TIL","retrieval","exercise","task_material","recall","original","rater_2",0,1
"ASM1_D","./data/processed/exercises/ASM1_D_E01.txt","(recelo) [desconfío] mucho [de] la veracidad de estas promesas","TIL","retrieval","exercise","task_material","recall","original","rater_2",1,0
"AWA1_D","./data/processed/exercises/AWA1_D_E12.txt","uno de (estes) [estos] mensajes","TIL","retrieval","exercise","task_material","recall","original","rater_2",0,1
"RRS1_D","./data/processed/exercises/RRS1_D_E07.txt","un lector crítico [se] asegura [de formarse] opiniones informadas","TIL","retrieval","exercise","task_material","recall","original","rater_2",1,0
"CAY1_J","./data/processed/exercises/CAY1_J_E02.txt","(un) otro marfileño aquí / (una) otra vez / encontrar (un) otro africano aquí","TIL","retrieval","exercise","task_material","recall","original","rater_2",1,0
"KCP1_J","./data/processed/exercises/KCP1_J_E08.txt","(hasta cuando) [desde que] llegué a Pamplona","TIL","retrieval","exercise","task_material","recall","original","rater_2",0,1
"CJS1_J","./data/processed/exercises/CJS1_J_E13.txt","fue una experiencia emocionante montar (un) [a] caballo","TIL","retrieval","exercise","task_material","recall","original","rater_2",1,0
"NOI1_J","./data/processed/exercises/NOI1_J_E04.txt","el problema aquí no es la misa privada, (pero) [sino] la misa con gente","TIL","retrieval","exercise","task_material","recall","original","rater_2",0,1
"NOI1_J","./data/processed/exercises/NOI1_J_E10.txt","(necesitades) [necesidades] / (impossibilidad) [imposibilidad] / (explicé) [expliqué] / (anniversario) [aniversario] / (abilidad) [habilidad]","TIL","retrieval","exercise","task_material","recall","original","rater_2",1,0
"EPE1_J","./data/processed/exercises/EPE1_J_E13.txt","corrimos (alrededor de) [por toda] la discoteca / listos (a) [para] bailar / una bebida (con) fuerte / me di (en) cuenta","TIL","retrieval","exercise","task_material","recall","original","rater_2",0,1
"PSJ1_J","./data/processed/exercises/PSJ1_J_E08.txt","y ahora (jugo) [juego] cada semana / (cafetaria) [cafetería]","TIL","retrieval","exercise","task_material","recall","original","rater_2",1,0
"PSJ1_J","./data/processed/exercises/PSJ1_J_E10.txt","esa mañana (intenté) [probé] la tortilla de espinacas","TIL","retrieval","exercise","task_material","recall","original","rater_2",1,0
"JTS1_J","./data/processed/exercises/JTS1_J_E03.txt","me invitó (en) [a] ese viaje","TIL","retrieval","exercise","task_material","recall","original","rater_2",0,1
