"participant_ID","text_file","error","construct","dimension","unit","evidence_source","column","rater_1","rater_2","value_rater_1","value_rater_2"
"FGC2_S","./data/processed/exercises/FGC2_S_E05.txt","Mi abuela (estaba) [se puso] muy triste","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"FGC2_S","./data/processed/exercises/FGC2_S_E07.txt","En 2016 mi familia (tuvo) [adoptó a] una mascota","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"BEA1_S","./data/processed/exercises/BEA1_S_E07.txt","Cuando tenía 16 años, (tenía) [me diagnosticaron] una enfermedad crónica","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"BEA1_S","./data/processed/exercises/BEA1_S_E11.txt","(cinqo) [cinco] meses / (quando) [cuando]","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"BEA1_S","./data/processed/exercises/BEA1_S_E10.txt","(encanté) [conocí a]","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"BEA1_S","./data/processed/exercises/BEA1_S_E09.txt","escribí (un systematic review) [una revisión sistemática]","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"FJE1_S","./data/processed/exercises/FJE1_S_E14.txt","sé que (fue) [fueron] buenos momentos / (fue) [fueron] dos momentos muy (difícil) [difíciles] en mi vida","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",1,0
"FJE1_S","./data/processed/exercises/FJE1_S_E04.txt","(Hice) [Llevé] una vida muy feliz","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"FJE1_S","./data/processed/exercises/FJE1_S_E12.txt","fue mi profesora de (Frances) [francés]","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",1,0
"FJE1_S","./data/processed/exercises/FJE1_S_E10.txt","(hizé) [cursé] el bachillerato","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"GKN1_S","./data/processed/exercises/GKN1_S_E10.txt","nació en Salónica (en) [el] cuatro de (Octubre) [octubre] (en) [de] 2002","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"CFI1_S","./data/processed/exercises/CFI1_S_E15.txt","una escuela solo (por) [para] chicas","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"CFI1_S","./data/processed/exercises/CFI1_S_E11.txt","mis cursos (estaban) [eran] todos en línea","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"PBJ1_S","./data/processed/exercises/PBJ1_S_E02.txt","soy (Holandesa) [holandesa]","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"PBJ1_S","./data/processed/exercises/PBJ1_S_E09.txt","pero (mudamos atrás) [volvimos]","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"PBJ1_S","./data/processed/exercises/PBJ1_S_E06.txt","(fue mi) [fueron mis] vacaciones (favorita) [favoritas]","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"PBJ1_S","./data/processed/exercises/PBJ1_S_E10.txt","Hace tres meses (pasado) mi bisabuela murió","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"PBJ1_S","./data/processed/exercises/PBJ1_S_E01.txt","hace tres meses (la madre de mi abuela) [mi bisabuela] murió","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"PBJ1_S","./data/processed/exercises/PBJ1_S_E03.txt","(mi) [mis] cinco amigas","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"PBJ1_S","./data/processed/exercises/PBJ1_S_E07.txt","En 2020 mi padre (adoptivo) [adoptó]","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"PBJ1_S","./data/processed/exercises/PBJ1_S_E11.txt","conocí [a] mis cinco amigas / mi padre adoptó [a] mi perro","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"PBJ1_S","./data/processed/exercises/PBJ1_S_E08.txt","es (un mix) [un cruce]","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"PBJ1_S","./data/processed/exercises/PBJ1_S_E12.txt","de shih tzu y (malteser) [bichón maltés]","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"TCW1_S","./data/processed/exercises/TCW1_S_E09.txt","empecé la vida (escolar) [académica] en mi universidad","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"TCW1_S","./data/processed/exercises/TCW1_S_E13.txt","espero volverme (una gente útil) [una persona útil]","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"PNA1_S","./data/processed/exercises/PNA1_S_E10.txt","Nací en enero (en) [de] 2004","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"PNA1_S","./data/processed/exercises/PNA1_S_E06.txt","(tuvé) [tuve] / (hicé) [hice]","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",1,0
"PNA1_S","./data/processed/exercises/PNA1_S_E11.txt","Cuando tenía cinco años, (yo) fui a la escuela","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",1,0
"PNA1_S","./data/processed/exercises/PNA1_S_E07.txt","cuando terminé (a) la escuela","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",1,0
"PNA1_S","./data/processed/exercises/PNA1_S_E03.txt","ahora soy estudiante [de] intercambio","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",1,0
"PNA1_S","./data/processed/exercises/PNA1_S_E08.txt","soy estudiante de intercambio (a) [en] la Universidad de Navarra","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"AKA1_S","./data/processed/exercises/AKA1_S_E10.txt","hice [a] mi amiga favorita","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"AHJ1_S","./data/processed/exercises/AHJ1_S_E12.txt","(obtuve) [hice] una amiga","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"AHJ1_S","./data/processed/exercises/AHJ1_S_E15.txt","(ella) [su] nombre es Damaris","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"AHJ1_S","./data/processed/exercises/AHJ1_S_E01.txt","empecé a estudiar (Business Administration) [Administración de Empresas]","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"GMO1_S","./data/processed/exercises/GMO1_S_E13.txt","él iba (en) [a] una escuela diferente / estoy en Pamplona en España (para) [por] 4 meses","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",1,0
"CGT1_S","./data/processed/exercises/CGT1_S_E02.txt","recuerdo un (familia) viaje [familiar] a Taiwán","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"CGT1_S","./data/processed/exercises/CGT1_S_E08.txt","3 años después, (tuve) [hice] otro viaje","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",1,0
"CGT1_S","./data/processed/exercises/CGT1_S_E15.txt","fui (a un) [de] viaje de estudios a Reino Unido","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"CGT1_S","./data/processed/exercises/CGT1_S_E03.txt","conocí a mi primera mejor amiga en (este) [ese] viaje","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"CGT1_S","./data/processed/exercises/CGT1_S_E07.txt","soy una estudiante de intercambio (a) [en] la Universidad de Navarra","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"CGT1_S","./data/processed/exercises/CGT1_S_E10.txt","el primer viaje (sin un padre o maestro) [a solas] con mis amigos","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"CGS1_S","./data/processed/exercises/CGS1_S_E13.txt","el año (próximo) [siguiente], conocí / los dos años (próximos) [siguientes] fueron difíciles","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"CGS1_S","./data/processed/exercises/CGS1_S_E03.txt","mis compañeros de clase y yo [nos] conocimos","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"FDS1_S","./data/processed/exercises/FDS1_S_E01.txt","empecé (el) [a hacer] teatro","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"FDS1_S","./data/processed/exercises/FDS1_S_E03.txt","para estudiar (a) [en] la universidad","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"CMJ1_S","./data/processed/exercises/CMJ1_S_E06.txt","conocí [a] mi mejor amiga","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"CMJ1_S","./data/processed/exercises/CMJ1_S_E07.txt","no tenía muchos deberes ni (hice muchas) [viví grandes] cosas","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"CMJ1_S","./data/processed/exercises/CMJ1_S_E03.txt","me sentí muy feliz [por] cocinar con mi familia","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"CMJ1_S","./data/processed/exercises/CMJ1_S_E04.txt","no pude salir, (también) [tampoco] pude ir a la escuela","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"CMJ1_S","./data/processed/exercises/CMJ1_S_E10.txt","me (encanta) [encantan] el clima y la comida","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"CMJ1_S","./data/processed/exercises/CMJ1_S_E05.txt","no recuerdo (a personas ni eventos) [nada ni a nadie]","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"CMJ1_S","./data/processed/exercises/CMJ1_S_E14.txt","allí (comí) [probé] comida deliciosa","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"CMJ1_S","./data/processed/exercises/CMJ1_S_E15.txt","[me] fui sola a Japón","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"CXY1_S","./data/processed/exercises/CXY1_S_E11.txt","viajé a muchas (cuidades) [ciudades]","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",1,0
"CXY1_S","./data/processed/exercises/CXY1_S_E05.txt","con (mis) [mi] familia","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",1,0
"CXY1_S","./data/processed/exercises/CXY1_S_E10.txt","(empecé a estudiar) [estudié] en la secundaria de 2008 a 2022","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"CXY1_S","./data/processed/exercises/CXY1_S_E13.txt","(durante) [a] los 14 años, mi vida era muy ajetreada","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",1,0
"CXY1_S","./data/processed/exercises/CXY1_S_E04.txt","mi vida era muy (ocupada) [ajetreada]","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"CXY1_S","./data/processed/exercises/CXY1_S_E09.txt","mi vida era muy (ajetreado) [ajetreada] / fuimos a (muchas) [muchos] lugares","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",1,0
"CXY1_S","./data/processed/exercises/CXY1_S_E07.txt","muchas [buenas] amigas (buenas)","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",1,0
"CXY1_S","./data/processed/exercises/CXY1_S_E12.txt","tuve un examen importante (hasta) [en] 2022","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"CXY1_S","./data/processed/exercises/CXY1_S_E01.txt","fue muy (monumental) [memorable]","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"CXY1_S","./data/processed/exercises/CXY1_S_E14.txt","hice una (práctica) [pasantía]","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"CZY1_S","./data/processed/exercises/CZY1_S_E07.txt","estudié chino (antes de nacer) [desde que nací]","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",1,0
"EPA1_C","./data/processed/exercises/EPA1_C_E01.txt","entonces llamé a (nuestra House Manager) [la encargada de nuestro piso]","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",1,0
"ERA1_C","./data/processed/exercises/ERA1_C_E03.txt","(estabamos) [estábamos] / (queriamos) [queríamos] / (tambien) [también] / (economico) [económico] / (hótel) [hotel] / (facil) [fácil]","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"ERA1_C","./data/processed/exercises/ERA1_C_E14.txt","un tono (calmado) [conciliador]","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"ERA1_C","./data/processed/exercises/ERA1_C_E15.txt","fueron (algunos) momentos muy incómodos","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"BSC1_C","./data/processed/exercises/BSC1_C_E04.txt","(maquinas) [máquinas] / (deberia) [debería] / (reuni) [reuní] / (proxima) [próxima] / (fué) [fue] / (aqui) [aquí]","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",1,0
"IDE1_C","./data/processed/exercises/IDE1_C_E05.txt","espero que todo vaya bien (con usted)","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"IDE1_C","./data/processed/exercises/IDE1_C_E03.txt","con [otras] tres (otras) personas","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"IDE1_C","./data/processed/exercises/IDE1_C_E11.txt","solo quiero ser responsable (para) [de] mí misma","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"CAJ1_C","./data/processed/exercises/CAJ1_C_E09.txt","un conflicto que (yo) solucioné","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",1,0
"CAJ1_C","./data/processed/exercises/CAJ1_C_E15.txt","cuando (nos pusimos de acuerdo del tiempo) [acordamos una hora], nos encontramos en la cocina","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"CAJ1_C","./data/processed/exercises/CAJ1_C_E03.txt","se tienen que comprar (más frecuente) [con mayor frecuencia]","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",1,0
"IMM1_C","./data/processed/exercises/IMM1_C_E02.txt","estoy aquí desde [hace] dos meses","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"IMM1_C","./data/processed/exercises/IMM1_C_E08.txt","y afortunadamente (yo) he conseguido / por qué (ellas) estaban tan enfadadas","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",1,0
"ABA1_C","./data/processed/exercises/ABA1_C_E04.txt","(proximo) [próximo] / (dia) [día] / (despues) [después] / (ocurrio) [ocurrió]","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"ABA1_C","./data/processed/exercises/ABA1_C_E09.txt","su (telefona) [teléfono] estaba roto","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"LSR1_C","./data/processed/exercises/LSR1_C_E10.txt","en (el sitio de internet) [la página web]","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"BNS1_C","./data/processed/exercises/BNS1_C_E12.txt","una por la mañana y (una) [otra] por la noche","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",1,0
"BNS1_C","./data/processed/exercises/BNS1_C_E01.txt","en (este) [ese] momento, yo pensaba que","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"BNS1_C","./data/processed/exercises/BNS1_C_E08.txt","vengarse de mis (reclamaciones) [quejas]","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"RRT1_C","./data/processed/exercises/RRT1_C_E11.txt","entre una familia (nativa) [local] y algunos estudiantes de intercambio","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"RRT1_C","./data/processed/exercises/RRT1_C_E05.txt","por eso, han (realizado) [montado] muchas fiestas","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"RRT1_C","./data/processed/exercises/RRT1_C_E02.txt","(casí) [casi] cada noche / (múcho) [mucho] ruido / (instantaneamente) [instantáneamente]","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",1,0
"RRT1_C","./data/processed/exercises/RRT1_C_E03.txt","pero el (jefe de los pisos) [administrador del edificio] no ha ofrecido","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"RRT1_C","./data/processed/exercises/RRT1_C_E01.txt","no (estoy tan cercano) [vivo tan cerca] de los estudiantes","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"RRT1_C","./data/processed/exercises/RRT1_C_E04.txt","no me (dieron) [di] cuenta hasta la semana pasada","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"RRT1_C","./data/processed/exercises/RRT1_C_E12.txt","no les (importa) [molesta] una fiesta de vez en cuando","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"RRT1_C","./data/processed/exercises/RRT1_C_E14.txt","(a corto plazo) [en un primer momento], llamé a la policía, pero eso solo funcionó a corto plazo","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"CTV1_C","./data/processed/exercises/CTV1_C_E13.txt","(tristemente) [lamentablemente], en menos de una semana","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"CTV1_C","./data/processed/exercises/CTV1_C_E02.txt","el problema (se trata de) [consiste en]","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"CTV1_C","./data/processed/exercises/CTV1_C_E14.txt","preferían (no comer) [saltarse la comida]","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"CTV1_C","./data/processed/exercises/CTV1_C_E12.txt","o (perder) [faltar a] clase","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"CTV1_C","./data/processed/exercises/CTV1_C_E08.txt","para encontrar una (resolución) [solución]","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"RWA1_D","./data/processed/exercises/RWA1_D_E14.txt","no estaba (en ninguna forma para) [en condiciones de] ser muy paciente con él","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",1,0
"RWA1_D","./data/processed/exercises/RWA1_D_E01.txt","(primero que todo) [antes que nada] / (tal cual) [así pues], si ustedes tienen / (a) [para] mi sorpresa","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"RSA1_D","./data/processed/exercises/RSA1_D_E08.txt","(También, ) [Además, ]","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"RSA1_D","./data/processed/exercises/RSA1_D_E13.txt","cerca (a) [de] Escocia","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"RSA1_D","./data/processed/exercises/RSA1_D_E15.txt","pienso que (personas deberían) [la gente debería] tener acceso a más información","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"RSA1_D","./data/processed/exercises/RSA1_D_E04.txt","con (respeto) [respecto] a su respuesta","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"RSA1_D","./data/processed/exercises/RSA1_D_E01.txt","me (dirigo) [dirijo] a usted","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"RBC1_D","./data/processed/exercises/RBC1_D_E03.txt","(cuando tenía entre 5 y 12 años) [de los 5 a los 12 años]","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"RBC1_D","./data/processed/exercises/RBC1_D_E14.txt","diría que en este momento (normalmente) [en general] puedo entender","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"RBC1_D","./data/processed/exercises/RBC1_D_E13.txt","para (descubrir) [averiguar] el significado de las palabras","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"RBC1_D","./data/processed/exercises/RBC1_D_E02.txt","la autenticación (en dos factores) [de doble factor]","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",0,1
"RBC1_D","./data/processed/exercises/RBC1_D_E04.txt","era lo (suficiente) [suficientemente] urgente","LIL","motivation","learner_response","learner_response","goal_aligned","original","rater_2",1,0
