participant_ID,text_file,error,rater_1,rater_2
ABJ1_D,./data/processed/exercises/ABJ1_D_E10.txt,para que me (reclamaran) [reembolsaran] el depósito,contextual retrieval,contextual retrieval
ABJ1_D,./data/processed/exercises/ABJ1_D_E11.txt,"no es valorar a la persona en sí misma, (pero) [sino] su trabajo",meaning and sense elaboration,meaning and sense elaboration
ABJ1_D,./data/processed/exercises/ABJ1_D_E12.txt,no es valorar [a] la persona en sí misma,contextual retrieval,contextual retrieval
ABJ1_D,./data/processed/exercises/ABJ1_D_E13.txt,(escribí mucho con ellos) [les escribí mucho],"meaning and sense elaboration, productive use of targets","meaning and sense elaboration, productive use of targets"
ABJ1_D,./data/processed/exercises/ABJ1_D_E14.txt,la (agencia de alquiler) [agencia inmobiliaria],"pragmatic appropriateness, meaning and sense elaboration","pragmatic appropriateness, meaning and sense elaboration"
ABJ1_D,./data/processed/exercises/ABJ1_D_E15.txt,(cuáles) [qué] problemas tuve con la agencia,contextual retrieval,contextual retrieval
AHJ1_S,./data/processed/exercises/AHJ1_S_E01.txt,empecé a estudiar (Business Administration) [Administración de Empresas],paraphrastic flexibility,paraphrastic flexibility
AHJ1_S,./data/processed/exercises/AHJ1_S_E02.txt,(para) [por] un año / (para) [por] cuatro meses,meaning and sense elaboration,meaning and sense elaboration
AHJ1_S,./data/processed/exercises/AHJ1_S_E03.txt,desde julio [de] 2022 hasta agosto [de] 2023,"paraphrastic flexibility, productive use of targets","paraphrastic flexibility, productive use of targets"
AHJ1_S,./data/processed/exercises/AHJ1_S_E04.txt,empecé (una práctica) [unas prácticas],productive use of targets,productive use of targets
AHJ1_S,./data/processed/exercises/AHJ1_S_E05.txt,empecé [a] estudiar,meaning and sense elaboration,meaning and sense elaboration
AHJ1_S,./data/processed/exercises/AHJ1_S_E06.txt,(y) [e] hice,contextual retrieval,"contextual retrieval, conceptual organization"
AHJ1_S,./data/processed/exercises/AHJ1_S_E07.txt,después nos mudamos (en) [a] una casa grande,productive use of targets,productive use of targets
AHJ1_S,./data/processed/exercises/AHJ1_S_E08.txt,(empezé) [empecé],contextual retrieval,contextual retrieval
AHJ1_S,./data/processed/exercises/AHJ1_S_E09.txt,jugué desde (hace) [los] quince años,contextual retrieval,contextual retrieval
AHJ1_S,./data/processed/exercises/AHJ1_S_E10.txt,(deste) [desde] / (jugé) [jugué] / (voleybol) [voleibol] / (quatro) [cuatro],paraphrastic flexibility,paraphrastic flexibility
AHJ1_S,./data/processed/exercises/AHJ1_S_E11.txt,(hasta tuve 3 años) [hasta que cumplí los 3 años] / (hasta tuve 22 años) [hasta que cumplí los 22 años],contextual retrieval,contextual retrieval
AHJ1_S,./data/processed/exercises/AHJ1_S_E12.txt,(obtuve) [hice] una amiga,collocational control,collocational control
AHJ1_S,./data/processed/exercises/AHJ1_S_E13.txt,para [toda la] vida,"meaning and sense elaboration, productive use of targets","meaning and sense elaboration, productive use of targets"
AHJ1_S,./data/processed/exercises/AHJ1_S_E14.txt,"fui (un) [una] ""au pair"" / como (empleado) [empleada] industrial","conceptual organization, productive use of targets","conceptual organization, productive use of targets"
AHJ1_S,./data/processed/exercises/AHJ1_S_E15.txt,(ella) [su] nombre es Damaris,"pragmatic appropriateness, meaning and sense elaboration",meaning and sense elaboration
AKA1_S,./data/processed/exercises/AKA1_S_E01.txt,fui a (New) [Nueva] York,"contextual retrieval, meaning and sense elaboration","contextual retrieval, meaning and sense elaboration"
AKA1_S,./data/processed/exercises/AKA1_S_E02.txt,mi [decimoctavo] cumpleaños (de dieciocho),paraphrastic flexibility,paraphrastic flexibility
AKA1_S,./data/processed/exercises/AKA1_S_E03.txt,un hospital (en) [de] la ciudad Bielefeld / la escuela secundaria (en) [de] mi pueblo,contextual retrieval,contextual retrieval
AKA1_S,./data/processed/exercises/AKA1_S_E04.txt,nací (en) el (primero) [1] de (Julio) [julio] / (en) [de] (dos mil dos) [2002] / desde verano [de] (dos mil veintidós) [2022],"paraphrastic flexibility, productive use of targets","paraphrastic flexibility, productive use of targets"
AKA1_S,./data/processed/exercises/AKA1_S_E05.txt,en (una) [un] hospital / la escuela (secundario) [secundaria],conceptual organization,conceptual organization
AKA1_S,./data/processed/exercises/AKA1_S_E06.txt,fui (en) [a] Nueva York,productive use of targets,productive use of targets
AKA1_S,./data/processed/exercises/AKA1_S_E07.txt,(fuí) [fui] / (dieciseis) [dieciséis] / (obtuvé) [obtuve] / (dos mil veintedos) [dos mil veintidós],conceptual organization,conceptual organization
AKA1_S,./data/processed/exercises/AKA1_S_E08.txt,mi (tercero) [tercer] cumpleaños,productive use of targets,productive use of targets
AKA1_S,./data/processed/exercises/AKA1_S_E09.txt,(mis) [mi] tercer cumpleaños,paraphrastic flexibility,paraphrastic flexibility
AKA1_S,./data/processed/exercises/AKA1_S_E10.txt,hice [a] mi amiga favorita,contextual retrieval,contextual retrieval
AKA1_S,./data/processed/exercises/AKA1_S_E11.txt,(desde) hasta [los] dieciséis años,contextual retrieval,conceptual organization
AKA1_S,./data/processed/exercises/AKA1_S_E12.txt,pero él vive con mi familia (en) [por] el momento,"meaning and sense elaboration, productive use of targets",meaning and sense elaboration
AKA1_S,./data/processed/exercises/AKA1_S_E13.txt,(fue voluntario) [fui voluntaria],contextual retrieval,contextual retrieval
AKA1_S,./data/processed/exercises/AKA1_S_E14.txt,desde hace siete años (hice) [tengo] un perro,collocational control,collocational control
AKA1_S,./data/processed/exercises/AKA1_S_E15.txt,(cuidad) [ciudad] / (juegé) [jugué] / (vaccaciones) [vacaciones] / (graduation) [graduación] / (una banka) [un banco],paraphrastic flexibility,paraphrastic flexibility
ASM1_D,./data/processed/exercises/ASM1_D_E01.txt,(recelo) [desconfío] mucho [de] la veracidad de estas promesas,contextual retrieval,contextual retrieval
ASM1_D,./data/processed/exercises/ASM1_D_E02.txt,con (respeto) [respecto] a,"contextual retrieval, meaning and sense elaboration","contextual retrieval, meaning and sense elaboration"
ASM1_D,./data/processed/exercises/ASM1_D_E03.txt,la mujer (en) [de] la entrada,contextual retrieval,contextual retrieval
ASM1_D,./data/processed/exercises/ASM1_D_E04.txt,mi madre encontró (un livestream) [una transmisión en vivo] en Instagram,paraphrastic flexibility,paraphrastic flexibility
ASM1_D,./data/processed/exercises/ASM1_D_E05.txt,me contó que (este) [ese] billete no era auténtico,paraphrastic flexibility,paraphrastic flexibility
ASM1_D,./data/processed/exercises/ASM1_D_E06.txt,que solo [se] quieren (provechar) [beneficiar] de las compras,"meaning and sense elaboration, productive use of targets","meaning and sense elaboration, productive use of targets"
ASM1_D,./data/processed/exercises/ASM1_D_E07.txt,estoy harta de (expresas) [empresas] como la suya,contextual retrieval,contextual retrieval
ASM1_D,./data/processed/exercises/ASM1_D_E08.txt,estoy (harto) [harta] de empresas como la suya,pragmatic appropriateness,pragmatic appropriateness
ASM1_D,./data/processed/exercises/ASM1_D_E09.txt,y (vine) [fui] con mi madre allí,productive use of targets,"meaning and sense elaboration, productive use of targets"
ASM1_D,./data/processed/exercises/ASM1_D_E10.txt,(yo) estaba muy triste,"paraphrastic flexibility, meaning and sense elaboration, productive use of targets","paraphrastic flexibility, meaning and sense elaboration, productive use of targets"
ASM1_D,./data/processed/exercises/ASM1_D_E11.txt,el portátil [se] apagó,meaning and sense elaboration,meaning and sense elaboration
ASM1_D,./data/processed/exercises/ASM1_D_E12.txt,alguien me (vendó) [vendió] un billete,"productive use of targets, meaning and sense elaboration","productive use of targets, meaning and sense elaboration"
ASM1_D,./data/processed/exercises/ASM1_D_E13.txt,me contó que ese billete no era (real) [auténtico],"meaning and sense elaboration, contextual retrieval","meaning and sense elaboration, contextual retrieval"
ASM1_D,./data/processed/exercises/ASM1_D_E14.txt,el nerviosismo me (dejaba) [hacía] olvidar que tenía que cargar mi portátil,meaning and sense elaboration,meaning and sense elaboration
ASM1_D,./data/processed/exercises/ASM1_D_E15.txt,confío [en] que este problema sea tratado / estaba esperando frente (de) [a] mi portátil / luché [para] encenderlo otra vez,productive use of targets,productive use of targets
AWA1_D,./data/processed/exercises/AWA1_D_E01.txt,(se) falta la mitad del inventario,meaning and sense elaboration,meaning and sense elaboration
AWA1_D,./data/processed/exercises/AWA1_D_E02.txt,(pagina) [página] web / (ningun) [ningún] / (facíl) [fácil],conceptual organization,contextual retrieval
AWA1_D,./data/processed/exercises/AWA1_D_E03.txt,con el (envió) [envío] / (mi) [mí],"meaning and sense elaboration, productive use of targets","meaning and sense elaboration, productive use of targets"
AWA1_D,./data/processed/exercises/AWA1_D_E04.txt,el día 6 de (Septiembre) [septiembre] de 2024,"paraphrastic flexibility, productive use of targets","paraphrastic flexibility, productive use of targets"
AWA1_D,./data/processed/exercises/AWA1_D_E05.txt,cuando firmé el contrato para (dicho) [dicha] vivienda / (varias) [varios] mensajes / (algunas) [algunos] problemas / (una) [un] programa malicioso,conceptual organization,conceptual organization
AWA1_D,./data/processed/exercises/AWA1_D_E06.txt,con respecto a la vivienda (en) [de] la C/ Valencia,contextual retrieval,contextual retrieval
AWA1_D,./data/processed/exercises/AWA1_D_E07.txt,hasta ahora (estaba) [era] fácil para mí,productive use of targets,productive use of targets
AWA1_D,./data/processed/exercises/AWA1_D_E08.txt,no tuvo (tan) [tanta] suerte,contextual retrieval,contextual retrieval
AWA1_D,./data/processed/exercises/AWA1_D_E09.txt,la vivienda no está [para] nada en el mismo estado que en las fotos,"meaning and sense elaboration, productive use of targets","meaning and sense elaboration, productive use of targets"
AWA1_D,./data/processed/exercises/AWA1_D_E10.txt,me (presentó) [mostró] una lista,collocational control,"collocational control, pragmatic appropriateness"
AWA1_D,./data/processed/exercises/AWA1_D_E11.txt,espero una solución rápida (de) [a] esta situación / el pago realizado (de) [por] la renta / lo descargó (a) [en] su móvil,productive use of targets,productive use of targets
AWA1_D,./data/processed/exercises/AWA1_D_E12.txt,uno de (estes) [estos] mensajes,contextual retrieval,contextual retrieval
AWA1_D,./data/processed/exercises/AWA1_D_E13.txt,a su número [de] teléfono,"pragmatic appropriateness, meaning and sense elaboration","pragmatic appropriateness, meaning and sense elaboration"
AWA1_D,./data/processed/exercises/AWA1_D_E14.txt,no tuvo tanta (suerto) [suerte],"paraphrastic flexibility, productive use of targets","paraphrastic flexibility, productive use of targets"
AWA1_D,./data/processed/exercises/AWA1_D_E15.txt,me dijo que debería firmarla para recibir las (claves) [llaves],contextual retrieval,contextual retrieval
BEA1_S,./data/processed/exercises/BEA1_S_E01.txt,(Yo) nací el 11 de septiembre de 2001,"paraphrastic flexibility, meaning and sense elaboration, productive use of targets","productive use of targets, meaning and sense elaboration"
BEA1_S,./data/processed/exercises/BEA1_S_E02.txt,(Belgicá) [Bélgica] / enfermedad (cronica) [crónica] / (dificil) [difícil] / (tambien) [también],conceptual organization,conceptual organization
BEA1_S,./data/processed/exercises/BEA1_S_E03.txt,Las etapas (muy importante) [más importantes] de mi vida,contextual retrieval,contextual retrieval
BEA1_S,./data/processed/exercises/BEA1_S_E04.txt,Nací (en) [el] / (once) [11 de] (Septiembre) / [septiembre de] 2001,"paraphrastic flexibility, productive use of targets","paraphrastic flexibility, productive use of targets"
BEA1_S,./data/processed/exercises/BEA1_S_E05.txt,"Desde mi nacimiento hasta los 16 años, (estaba) [fui] una chica muy feliz / (estaba) [fue] un momento muy difícil / (estaba) [fue] la mejor etapa de mi vida",productive use of targets,productive use of targets
BEA1_S,./data/processed/exercises/BEA1_S_E06.txt,(de) [desde] mi nacimiento (a) [hasta los] 16 años,contextual retrieval,"contextual retrieval, meaning and sense elaboration"
BEA1_S,./data/processed/exercises/BEA1_S_E07.txt,"Cuando tenía 16 años, (tenía) [me diagnosticaron] una enfermedad crónica",contextual retrieval,contextual retrieval
BEA1_S,./data/processed/exercises/BEA1_S_E08.txt,Fui a Reino Unido (por) [para] estudiar,meaning and sense elaboration,meaning and sense elaboration
BEA1_S,./data/processed/exercises/BEA1_S_E09.txt,escribí (un systematic review) [una revisión sistemática],"pragmatic appropriateness, meaning and sense elaboration","pragmatic appropriateness, meaning and sense elaboration"
BEA1_S,./data/processed/exercises/BEA1_S_E10.txt,(encanté) [conocí a],productive use of targets,productive use of targets
BEA1_S,./data/processed/exercises/BEA1_S_E11.txt,(cinqo) [cinco] meses / (quando) [cuando],"contextual retrieval, meaning and sense elaboration","contextual retrieval, meaning and sense elaboration"
BEA1_S,./data/processed/exercises/BEA1_S_E12.txt,"El año pasado fui a Budapest por una escuela de verano, me gusta mucho (este) [ese] lugar / (Este) [Esto] me hizo muy feliz",contextual retrieval,contextual retrieval
BEA1_S,./data/processed/exercises/BEA1_S_E13.txt,"El año pasado fui a Budapest por una escuela de verano, me gusta [mucho] ese lugar (mucho)",productive use of targets,productive use of targets
BEA1_S,./data/processed/exercises/BEA1_S_E14.txt,Los años (siguiente) [siguientes] / (mi) [mis] amigos,paraphrastic flexibility,paraphrastic flexibility
BEA1_S,./data/processed/exercises/BEA1_S_E15.txt,Esto me (dio) [hizo] / (mucho) [muy] feliz,paraphrastic flexibility,paraphrastic flexibility
BGE1_D,./data/processed/exercises/BGE1_D_E01.txt,solo uso la IA como punto de (partido) [partida],contextual retrieval,contextual retrieval
BGE1_D,./data/processed/exercises/BGE1_D_E02.txt,"no se trataba de un mensaje de CardStop, sino de un (bulo) [intento de estafa]","meaning and sense elaboration, contextual retrieval","meaning and sense elaboration, contextual retrieval"
BGE1_D,./data/processed/exercises/BGE1_D_E03.txt,entonces (se) ponen mucho énfasis en lo escrito,meaning and sense elaboration,meaning and sense elaboration
BGE1_D,./data/processed/exercises/BGE1_D_E04.txt,"las diferentes producciones (u) [o] ""outputs""",contextual retrieval,contextual retrieval
BGE1_D,./data/processed/exercises/BGE1_D_E05.txt,(las máquinas de traducción) [la traducción automática] también (pueden) [puede] ser muy útil a veces,"meaning and sense elaboration, productive use of targets","meaning and sense elaboration, paraphrastic flexibility"
BGE1_D,./data/processed/exercises/BGE1_D_E06.txt,escuchando e imitando [a] hablantes nativos,contextual retrieval,contextual retrieval
BGE1_D,./data/processed/exercises/BGE1_D_E07.txt,que yo (mismo) [misma] no habría advertido,pragmatic appropriateness,pragmatic appropriateness
BGE1_D,./data/processed/exercises/BGE1_D_E08.txt,cometer errores (sólo) [solo] es beneficioso,conceptual organization,conceptual organization
BGE1_D,./data/processed/exercises/BGE1_D_E09.txt,cometer errores solo es (beneficial) [beneficioso],productive use of targets,productive use of targets
BGE1_D,./data/processed/exercises/BGE1_D_E10.txt,las formas más idiomáticas (para) [de] expresarse / tengo miedo (para) [de] cometer errores,productive use of targets,"meaning and sense elaboration, productive use of targets"
BGE1_D,./data/processed/exercises/BGE1_D_E11.txt,beneficioso (por) [para] el proceso de aprendizaje,meaning and sense elaboration,meaning and sense elaboration
BGE1_D,./data/processed/exercises/BGE1_D_E12.txt,"esa persona vuelve a (dar) [generar] un ""output""",collocational control,"collocational control, pragmatic appropriateness"
BGE1_D,./data/processed/exercises/BGE1_D_E13.txt,"hay (""peer"" evaluación) [revisión por pares]",paraphrastic flexibility,paraphrastic flexibility
BGE1_D,./data/processed/exercises/BGE1_D_E14.txt,dudaron (para decidirse a) [sobre si] llamar,"collocational control, productive use of targets","collocational control, productive use of targets"
BGE1_D,./data/processed/exercises/BGE1_D_E15.txt,presión (de rendimiento) [para rendir],"pragmatic appropriateness, meaning and sense elaboration","pragmatic appropriateness, meaning and sense elaboration"
BGL1_D,./data/processed/exercises/BGL1_D_E01.txt,antes de recibir (este) [ese] cupón / nosotros en (este) [ese] momento ni siquiera,paraphrastic flexibility,paraphrastic flexibility
BGL1_D,./data/processed/exercises/BGL1_D_E02.txt,las torres de control (en) [de] Francia,"contextual retrieval, meaning and sense elaboration","contextual retrieval, meaning and sense elaboration"
BGL1_D,./data/processed/exercises/BGL1_D_E03.txt,como (todos estos pequeños detalles) [cada pequeño detalle],"meaning and sense elaboration, productive use of targets","meaning and sense elaboration, productive use of targets"
BGL1_D,./data/processed/exercises/BGL1_D_E04.txt,no entiendo por qué el personal del aeropuerto no nos quería comunicar que (esto) [esta] era la causa,contextual retrieval,contextual retrieval
BGL1_D,./data/processed/exercises/BGL1_D_E05.txt,lo único que nos dieron como compensación fue un (voucher) [cupón] para comer,paraphrastic flexibility,paraphrastic flexibility
BGL1_D,./data/processed/exercises/BGL1_D_E06.txt,(en el medio de la noche) [en plena noche],conceptual organization,"conceptual organization, productive use of targets"
BGL1_D,./data/processed/exercises/BGL1_D_E07.txt,aprenderla (algunas) [unas] semanas antes de la prueba / en tan solo (algunos) [unos] segundos,contextual retrieval,"meaning and sense elaboration, contextual retrieval"
BGL1_D,./data/processed/exercises/BGL1_D_E08.txt,que luego copian para (completar) [hacer] sus deberes,collocational control,collocational control
BGL1_D,./data/processed/exercises/BGL1_D_E09.txt,la cuenta del (transmisor) [remitente] para después,"pragmatic appropriateness, meaning and sense elaboration","pragmatic appropriateness, meaning and sense elaboration"
BGL1_D,./data/processed/exercises/BGL1_D_E10.txt,aterrizamos (el) [al] día siguiente,productive use of targets,productive use of targets
BGL1_D,./data/processed/exercises/BGL1_D_E11.txt,"tenemos nuestro gran examen final, (por) [para] el que tenemos que",meaning and sense elaboration,meaning and sense elaboration
BGL1_D,./data/processed/exercises/BGL1_D_E12.txt,no nos robaran (nuestras) [las] maletas,"paraphrastic flexibility, meaning and sense elaboration, productive use of targets","productive use of targets, meaning and sense elaboration"
BGL1_D,./data/processed/exercises/BGL1_D_E13.txt,decidió (darle) [enviarle] el dinero,contextual retrieval,contextual retrieval
BGL1_D,./data/processed/exercises/BGL1_D_E14.txt,los estafadores le (quitaron) [robaron] más dinero,"meaning and sense elaboration, contextual retrieval",contextual retrieval
BGL1_D,./data/processed/exercises/BGL1_D_E15.txt,(por) [a] causa de,productive use of targets,productive use of targets
BNS1_C,./data/processed/exercises/BNS1_C_E01.txt,"en (este) [ese] momento, yo pensaba que",paraphrastic flexibility,paraphrastic flexibility
BNS1_C,./data/processed/exercises/BNS1_C_E02.txt,de que (hacen parejas de) [emparejan a] compañeras de piso,conceptual organization,conceptual organization
BNS1_C,./data/processed/exercises/BNS1_C_E03.txt,(ella) viene de un país cálido / (ella) tiene la costumbre de ducharse / (ella) tuvo una discusión,"paraphrastic flexibility, meaning and sense elaboration, productive use of targets","paraphrastic flexibility, meaning and sense elaboration, productive use of targets"
BNS1_C,./data/processed/exercises/BNS1_C_E04.txt,mi recomendación es que tengan (mas) [más] cuidado,"meaning and sense elaboration, productive use of targets","meaning and sense elaboration, productive use of targets"
BNS1_C,./data/processed/exercises/BNS1_C_E05.txt,(páis) [país] / (calido) [cálido] / (despues) [después] / (reclamaciónes) [reclamaciones],conceptual organization,conceptual organization
BNS1_C,./data/processed/exercises/BNS1_C_E06.txt,(estáva) [estaba] bien,"meaning and sense elaboration, collocational control","meaning and sense elaboration, collocational control"
BNS1_C,./data/processed/exercises/BNS1_C_E07.txt,"en (lo) [el] peor caso, ¿puedo cambiar de compañera?",contextual retrieval,contextual retrieval
BNS1_C,./data/processed/exercises/BNS1_C_E08.txt,vengarse de mis (reclamaciones) [quejas],"meaning and sense elaboration, productive use of targets","meaning and sense elaboration, productive use of targets"
BNS1_C,./data/processed/exercises/BNS1_C_E09.txt,en (esta manera) [este sentido] no somos iguales,contextual retrieval,contextual retrieval
BNS1_C,./data/processed/exercises/BNS1_C_E10.txt,(ya que) [como] viene de un país cálido,productive use of targets,productive use of targets
BNS1_C,./data/processed/exercises/BNS1_C_E11.txt,"Carla, (como un modo de) [para] vengarse de mis quejas","meaning and sense elaboration, productive use of targets","meaning and sense elaboration, productive use of targets"
BNS1_C,./data/processed/exercises/BNS1_C_E12.txt,una por la mañana y (una) [otra] por la noche,contextual retrieval,contextual retrieval
BNS1_C,./data/processed/exercises/BNS1_C_E13.txt,ninguna consideración (de) [por] su parte / tengan más cuidado (sobre) [con] las normas culturales,productive use of targets,productive use of targets
BNS1_C,./data/processed/exercises/BNS1_C_E14.txt,(voy a tener mi dinero de vuelta) [me van a devolver mi dinero],"paraphrastic flexibility, productive use of targets","paraphrastic flexibility, productive use of targets"
BNS1_C,./data/processed/exercises/BNS1_C_E15.txt,emparejan a compañeras de piso (entre personas parecidas) [con perfiles similares],"pragmatic appropriateness, meaning and sense elaboration","pragmatic appropriateness, meaning and sense elaboration"
BSC1_C,./data/processed/exercises/BSC1_C_E01.txt,la magnitud (de la confusión) [del desorden],"meaning and sense elaboration, productive use of targets","meaning and sense elaboration, productive use of targets"
BSC1_C,./data/processed/exercises/BSC1_C_E02.txt,la solución que (pensamos) [encontramos],collocational control,collocational control
BSC1_C,./data/processed/exercises/BSC1_C_E03.txt,después de esto (dejaron de se) [se dejaron de] hablar / cualquier cosa puede (se tornar) [tornarse] motivo de pelea,productive use of targets,productive use of targets
BSC1_C,./data/processed/exercises/BSC1_C_E04.txt,(maquinas) [máquinas] / (deberia) [debería] / (reuni) [reuní] / (proxima) [próxima] / (fué) [fue] / (aqui) [aquí],conceptual organization,conceptual organization
BSC1_C,./data/processed/exercises/BSC1_C_E05.txt,se (quedaron) [sintieron] ofendidas,"conceptual organization, productive use of targets","conceptual organization, productive use of targets"
BSC1_C,./data/processed/exercises/BSC1_C_E06.txt,la (próxima) [siguiente] chica que desee utilizarla,meaning and sense elaboration,meaning and sense elaboration
BSC1_C,./data/processed/exercises/BSC1_C_E07.txt,reuní [a] un grupo de chicas,contextual retrieval,contextual retrieval
BSC1_C,./data/processed/exercises/BSC1_C_E08.txt,que (nosotras) encontramos,"paraphrastic flexibility, meaning and sense elaboration, productive use of targets","paraphrastic flexibility, meaning and sense elaboration, productive use of targets"
BSC1_C,./data/processed/exercises/BSC1_C_E09.txt,en la (gráfica) [imprenta] del barrio,productive use of targets,productive use of targets
BSC1_C,./data/processed/exercises/BSC1_C_E10.txt,puede (imaginar) [imaginarse],meaning and sense elaboration,paraphrastic flexibility
BSC1_C,./data/processed/exercises/BSC1_C_E11.txt,(pusieron la culpa en) [le echaron la culpa a] las recién llegadas,"meaning and sense elaboration, productive use of targets","meaning and sense elaboration, productive use of targets"
BSC1_C,./data/processed/exercises/BSC1_C_E12.txt,puede imaginarse (el tamaño) [la magnitud] del desorden,"meaning and sense elaboration, collocational control","meaning and sense elaboration, collocational control"
BSC1_C,./data/processed/exercises/BSC1_C_E13.txt,escribo para (informar) [informarle a] usted,"pragmatic appropriateness, paraphrastic flexibility","pragmatic appropriateness, paraphrastic flexibility"
BSC1_C,./data/processed/exercises/BSC1_C_E14.txt,las etiquetas (para identificación) [identificativas],conceptual organization,conceptual organization
BSC1_C,./data/processed/exercises/BSC1_C_E15.txt,(sentisen) [sintiesen] / (dejaram) [dejaron] / (quedaram) [quedaron] / (exames) [exámenes],paraphrastic flexibility,paraphrastic flexibility
CAJ1_C,./data/processed/exercises/CAJ1_C_E01.txt,escoger un (tiempo) [momento] para hablar,"meaning and sense elaboration, productive use of targets","meaning and sense elaboration, productive use of targets"
CAJ1_C,./data/processed/exercises/CAJ1_C_E02.txt,(habia) [había] / (jabon) [jabón] / (facil) [fácil],conceptual organization,conceptual organization
CAJ1_C,./data/processed/exercises/CAJ1_C_E03.txt,se tienen que comprar (más frecuente) [con mayor frecuencia],productive use of targets,productive use of targets
CAJ1_C,./data/processed/exercises/CAJ1_C_E04.txt,(occurió) [ocurrió] / (escojer) [escoger] / jabón de (loca) [loza] / (felic) [feliz] / (frequentemente) [frecuentemente] / (dicución) [discusión],paraphrastic flexibility,paraphrastic flexibility
CAJ1_C,./data/processed/exercises/CAJ1_C_E05.txt,(unas) [algunas] cosas,contextual retrieval,contextual retrieval
CAJ1_C,./data/processed/exercises/CAJ1_C_E06.txt,se dieron cuenta [de] que / se va [a] comprar / sus opiniones (en) [sobre] cómo resolver el conflicto,productive use of targets,productive use of targets
CAJ1_C,./data/processed/exercises/CAJ1_C_E07.txt,compraban (cosas para limpiar) [productos de limpieza] / (cosas de comer) [comida],conceptual organization,conceptual organization
