participant_ID,text_file,error,recall
RCS1_I,./data/processed/exercises/RCS1_I_E01.txt,una nueva flexibilidad y autonomía (ha) [han] mejorado,0
RCS1_I,./data/processed/exercises/RCS1_I_E02.txt,(adoptar) [encontrar] un equilibrio,0
RCS1_I,./data/processed/exercises/RCS1_I_E03.txt,(articulo) [artículo],0
RCS1_I,./data/processed/exercises/RCS1_I_E04.txt,¿(Sólo) [Solo] una tendencia o una nueva normalidad?,0
RCS1_I,./data/processed/exercises/RCS1_I_E05.txt,implicaciones (éticos) [éticas],1
RCS1_I,./data/processed/exercises/RCS1_I_E06.txt,avances (a la) [en] tecnología,0
RCS1_I,./data/processed/exercises/RCS1_I_E07.txt,(esta) [está] dedicada,0
RCS1_I,./data/processed/exercises/RCS1_I_E08.txt,"(También,) [Además, ] menciona los principios",0
RCS1_I,./data/processed/exercises/RCS1_I_E09.txt,(introduce) [implica] nuevos retos,0
RCS1_I,./data/processed/exercises/RCS1_I_E10.txt,A menudo (se) denominado teletrabajo,0
RCS1_I,./data/processed/exercises/RCS1_I_E11.txt,(éticos médicas) [ética médica],1
RCS1_I,./data/processed/exercises/RCS1_I_E12.txt,(producirá una regresión) [volverá],1
RCS1_I,./data/processed/exercises/RCS1_I_E13.txt,los retos y (limitantes) [limitaciones] de la pandemia,0
RCS1_I,./data/processed/exercises/RCS1_I_E14.txt,según (de) una encuesta,0
RCS1_I,./data/processed/exercises/RCS1_I_E15.txt,(violación) [filtración] de datos,0
RUE1_I,./data/processed/exercises/RUE1_I_E01.txt,"(También,) [Además, ]",0
RUE1_I,./data/processed/exercises/RUE1_I_E02.txt,problemas (de) [en] la relación,0
RUE1_I,./data/processed/exercises/RUE1_I_E03.txt,las tendencias (mostraron) [se detectaron] en ambos sexos,0
RUE1_I,./data/processed/exercises/RUE1_I_E04.txt,la intensidad y la cantidad de ejercicios (necesarias) [necesarios],1
RUE1_I,./data/processed/exercises/RUE1_I_E05.txt,(uno de los críticos) [una de las críticas],1
RUE1_I,./data/processed/exercises/RUE1_I_E06.txt,una de las [mayores] críticas (mayores),1
RUE1_I,./data/processed/exercises/RUE1_I_E07.txt,las muchas (de) variables que pueden tener impacto,1
RUE1_I,./data/processed/exercises/RUE1_I_E08.txt,toda mi familia (son escoceses) [es escocesa],1
RUE1_I,./data/processed/exercises/RUE1_I_E09.txt,(auto declarados) [autodeclarados],1
RUE1_I,./data/processed/exercises/RUE1_I_E10.txt,a un nivel mucho más alto [del] que puedo hablar,1
RUE1_I,./data/processed/exercises/RUE1_I_E11.txt,la mayor fuente de investigación (llega al) [proviene del] cuestionario,1
RUE1_I,./data/processed/exercises/RUE1_I_E12.txt,al finalizar (de) este periodo,1
RUE1_I,./data/processed/exercises/RUE1_I_E13.txt,manifestarse (en forma oral) [oralmente],1
RUE1_I,./data/processed/exercises/RUE1_I_E14.txt,reacciones (en persona) [cara a cara],1
RUE1_I,./data/processed/exercises/RUE1_I_E15.txt,países como (en) [los de] América Latina,1
RGH1_I,./data/processed/exercises/RGH1_I_E01.txt,"(También,) [Además, ]",0
RGH1_I,./data/processed/exercises/RGH1_I_E02.txt,artículo (llamada) [llamado],1
RGH1_I,./data/processed/exercises/RGH1_I_E03.txt,(porque) [por qué],0
RGH1_I,./data/processed/exercises/RGH1_I_E04.txt,(está) [esta] decisión,0
RGH1_I,./data/processed/exercises/RGH1_I_E05.txt,(asi) [así] que,0
RGH1_I,./data/processed/exercises/RGH1_I_E06.txt,nos permite (a) evaluar,0
RGH1_I,./data/processed/exercises/RGH1_I_E07.txt,mis estudios normalmente [se] enfocan,0
RGH1_I,./data/processed/exercises/RGH1_I_E08.txt,(últimamente) [a fin de cuentas],0
RGH1_I,./data/processed/exercises/RGH1_I_E09.txt,(tambien) [también],1
RGH1_I,./data/processed/exercises/RGH1_I_E10.txt,me (encanta) [encantan] las lenguas,0
RGH1_I,./data/processed/exercises/RGH1_I_E11.txt,(sentirse grasiento) [estar aceitoso],0
RGH1_I,./data/processed/exercises/RGH1_I_E12.txt,situaciones políticas (en) [de] todo el mundo,0
RGH1_I,./data/processed/exercises/RGH1_I_E13.txt,identificar las características de textos distintos y lo que los (hacen) [hace] diferentes,0
RGH1_I,./data/processed/exercises/RGH1_I_E14.txt,no he estudiado literatura (desde hace) [en] cinco años,0
RGH1_I,./data/processed/exercises/RGH1_I_E15.txt,(un) [una] parte,1
FMH1_I,./data/processed/exercises/FMH1_I_E01.txt,(ser tocados por) [ser víctimas de] un terremoto,1
FMH1_I,./data/processed/exercises/FMH1_I_E02.txt,(neurocientificos) [neurocientíficos],1
FMH1_I,./data/processed/exercises/FMH1_I_E03.txt,dejar [de] temblar,0
FMH1_I,./data/processed/exercises/FMH1_I_E04.txt,(este) [ese] trágico mes de marzo del año 2011,0
FMH1_I,./data/processed/exercises/FMH1_I_E05.txt,a nivel [tanto] humano como material,0
FMH1_I,./data/processed/exercises/FMH1_I_E06.txt,la región (del) [de] Tohoku,0
FMH1_I,./data/processed/exercises/FMH1_I_E07.txt,(estudió) [estudio],0
FMH1_I,./data/processed/exercises/FMH1_I_E08.txt,en la (áerea) [área] que está,0
FMH1_I,./data/processed/exercises/FMH1_I_E09.txt,el país tiene como desventaja (de) estar sujeto,0
FMH1_I,./data/processed/exercises/FMH1_I_E10.txt,destruyendo todo (en su camino) [a su paso],1
FMH1_I,./data/processed/exercises/FMH1_I_E11.txt,(mostrar) [demostrar],1
FMH1_I,./data/processed/exercises/FMH1_I_E12.txt,un equipo (dirigida) [dirigido],1
FMH1_I,./data/processed/exercises/FMH1_I_E13.txt,(varias experiencias) [varios experimentos],0
FMH1_I,./data/processed/exercises/FMH1_I_E14.txt,enfermedades (neurologías) [neurológicas],0
FMH1_I,./data/processed/exercises/FMH1_I_E15.txt,(apareció) [se reveló],1
RBI1_I,./data/processed/exercises/RBI1_I_E01.txt,comer sano no solo (se trata de) [consiste en],0
RBI1_I,./data/processed/exercises/RBI1_I_E02.txt,se ha (descubrido) [descubierto],0
RBI1_I,./data/processed/exercises/RBI1_I_E03.txt,(articulo) [artículo],0
RBI1_I,./data/processed/exercises/RBI1_I_E04.txt,estamos de acuerdo [en] que,0
RBI1_I,./data/processed/exercises/RBI1_I_E05.txt,tienen que (verificar) [consultar] dos bases de datos,0
RBI1_I,./data/processed/exercises/RBI1_I_E06.txt,lo jugué a (un) nivel profesional,1
RBI1_I,./data/processed/exercises/RBI1_I_E07.txt,(me) he hecho muchos amigos,0
RBI1_I,./data/processed/exercises/RBI1_I_E08.txt,(la orden) [el orden],0
RBI1_I,./data/processed/exercises/RBI1_I_E09.txt,(invaluable) [de valor incalculable],0
RBI1_I,./data/processed/exercises/RBI1_I_E10.txt,(dia) [día],1
RBI1_I,./data/processed/exercises/RBI1_I_E11.txt,hay veces (cuando) [en las que],0
RBI1_I,./data/processed/exercises/RBI1_I_E12.txt,(encontraran) [encontrarán],1
RBI1_I,./data/processed/exercises/RBI1_I_E13.txt,(el) [él],0
RBI1_I,./data/processed/exercises/RBI1_I_E14.txt,experimento (scientifico) [científico],0
RBI1_I,./data/processed/exercises/RBI1_I_E15.txt,(sólo) [solo],0
RHK1_I,./data/processed/exercises/RHK1_I_E01.txt,[tercera] persona (tercera),0
RHK1_I,./data/processed/exercises/RHK1_I_E02.txt,(poste) [publicación],0
RHK1_I,./data/processed/exercises/RHK1_I_E03.txt,(articulo) [artículo],0
RHK1_I,./data/processed/exercises/RHK1_I_E04.txt,(al primero) [en primer lugar],1
RHK1_I,./data/processed/exercises/RHK1_I_E05.txt,(medios) [redes] sociales,0
RHK1_I,./data/processed/exercises/RHK1_I_E06.txt,la información está (escrito) [escrita],1
RHK1_I,./data/processed/exercises/RHK1_I_E07.txt,(dramáticamente) [drásticamente],0
RHK1_I,./data/processed/exercises/RHK1_I_E08.txt,(valorable) [valioso],0
RHK1_I,./data/processed/exercises/RHK1_I_E09.txt,(permitir voces) [dar voz a perspectivas],0
RHK1_I,./data/processed/exercises/RHK1_I_E10.txt,(especificas) [específicas],1
RHK1_I,./data/processed/exercises/RHK1_I_E11.txt,las dificultades [de] encontrar,0
RHK1_I,./data/processed/exercises/RHK1_I_E12.txt,estudios (sociólogos) [sociológicos],0
RHK1_I,./data/processed/exercises/RHK1_I_E13.txt,(soportar) [apoyar],0
RHK1_I,./data/processed/exercises/RHK1_I_E14.txt,(destinario) [destinatario],0
RHK1_I,./data/processed/exercises/RHK1_I_E15.txt,(extensiva) [extensa],0
IMA1_I,./data/processed/exercises/IMA1_I_E01.txt,la educación (de) tanto [de] los niños como [de] los adolescentes,0
IMA1_I,./data/processed/exercises/IMA1_I_E02.txt,un nivel (donde) [con el que] puedo expresarme muy bien,0
IMA1_I,./data/processed/exercises/IMA1_I_E03.txt,(mientras que) [aunque],1
IMA1_I,./data/processed/exercises/IMA1_I_E04.txt,(porqué) [por qué],0
IMA1_I,./data/processed/exercises/IMA1_I_E05.txt,en (varios) [varias] formas,1
IMA1_I,./data/processed/exercises/IMA1_I_E06.txt,(sólo) [solo],0
IMA1_I,./data/processed/exercises/IMA1_I_E07.txt,estudiando (a) [en] Newcastle,0
IMA1_I,./data/processed/exercises/IMA1_I_E08.txt,permitiéndonos (a) ver,1
IMA1_I,./data/processed/exercises/IMA1_I_E09.txt,(es) [está] distorsionada,0
IMA1_I,./data/processed/exercises/IMA1_I_E10.txt,he (estudio) [estudiado],0
IMA1_I,./data/processed/exercises/IMA1_I_E11.txt,no es necesario demostrar que una novela es (correcto) [correcta] ni (revisado) [revisada] por pares ni (verificado) [verificada] / el uso está (relacionada) [relacionado],1
IMA1_I,./data/processed/exercises/IMA1_I_E12.txt,(crimines) [crímenes],0
IMA1_I,./data/processed/exercises/IMA1_I_E13.txt,en cuanto (el) [al] español,1
IMA1_I,./data/processed/exercises/IMA1_I_E14.txt,(el autor) [la autora],1
IMA1_I,./data/processed/exercises/IMA1_I_E15.txt,¿Cuándo (deberíamos esperar tu llegada para) llegarás a la reunión?,0
FEM1_I,./data/processed/exercises/FEM1_I_E01.txt,(aumentación) [aumento],1
FEM1_I,./data/processed/exercises/FEM1_I_E02.txt,(reino) [mandato],0
FEM1_I,./data/processed/exercises/FEM1_I_E03.txt,(porque) [por qué],0
FEM1_I,./data/processed/exercises/FEM1_I_E04.txt,(crítica) [critica],0
FEM1_I,./data/processed/exercises/FEM1_I_E05.txt,(mientras que) [aunque] su punto de vista,1
FEM1_I,./data/processed/exercises/FEM1_I_E06.txt,la tasa más (fuerte) [elevada] / (pasar) [aprobar] una ley,0
FEM1_I,./data/processed/exercises/FEM1_I_E07.txt,"no es solamente esencial, (pero) [sino que] es también fundamental",0
FEM1_I,./data/processed/exercises/FEM1_I_E08.txt,(estar muy contestado) [tener una gran oposición] / (que falta de) [para la que faltan] tratamientos médicos,1
FEM1_I,./data/processed/exercises/FEM1_I_E09.txt,(hacer compromisos) [llegar a acuerdos] / (contestación) [confrontación],0
FEM1_I,./data/processed/exercises/FEM1_I_E10.txt,el artículo se enfoca (sobre) [en] la situación / es fundamental (a) [para] / nos falta (de) contexto,0
FEM1_I,./data/processed/exercises/FEM1_I_E11.txt,(màs en màs) [cada vez más] considerada,1
FEM1_I,./data/processed/exercises/FEM1_I_E12.txt,(pasarse) [ocurrir],0
FEM1_I,./data/processed/exercises/FEM1_I_E13.txt,en cuanto [a] su pertinencia,0
FEM1_I,./data/processed/exercises/FEM1_I_E14.txt,(sea) [esté] más impactado,0
FEM1_I,./data/processed/exercises/FEM1_I_E15.txt,sobre (reales) hechos científicos [reales],1
RRN1_I,./data/processed/exercises/RRN1_I_E01.txt,tomando en cuenta (sobre) las tres erres / es importante (de) tener en cuenta / tener en cuenta (de) que,0
RRN1_I,./data/processed/exercises/RRN1_I_E02.txt,(complejos) [complejidades],0
RRN1_I,./data/processed/exercises/RRN1_I_E03.txt,menciona (como) [cómo] es más económico / que (si) [sí] hay otras opciones / (uso) [usó] / (tenia) [tenía],0
RRN1_I,./data/processed/exercises/RRN1_I_E04.txt,ha (escrito) [descrito],1
RRN1_I,./data/processed/exercises/RRN1_I_E05.txt,la importancia [de] que debemos,1
RRN1_I,./data/processed/exercises/RRN1_I_E06.txt,(una) [un] artículo / ni tratan de usar (los) [las] alternativas / conocimiento (científica) [científico] / (un) [una] idea,1
RRN1_I,./data/processed/exercises/RRN1_I_E07.txt,(formato en) [forma de] obtener,0
RRN1_I,./data/processed/exercises/RRN1_I_E08.txt,la mayoría de la gente nunca (piensan) [piensa],1
RRN1_I,./data/processed/exercises/RRN1_I_E09.txt,"dependen de grandes cantidades de datos para su (formación) [entrenamiento] / debemos (mover fuera) [superar] la idea del ""gold standard"" / solo (pegan a) [siguen] las normas / las normas que (saben) [conocen]",0
RRN1_I,./data/processed/exercises/RRN1_I_E10.txt,para que (se fueran) [sean] aceptables,0
RRN1_I,./data/processed/exercises/RRN1_I_E11.txt,entender su punto (directo) [directamente],0
RRN1_I,./data/processed/exercises/RRN1_I_E12.txt,la calificación que habrían (ganado) [obtenido],0
RRN1_I,./data/processed/exercises/RRN1_I_E13.txt,(soportar) [respaldar],0
RRN1_I,./data/processed/exercises/RRN1_I_E14.txt,sino [que] también,0
RRN1_I,./data/processed/exercises/RRN1_I_E15.txt,(resultas) [resultados] / (introduce) [presenta],0
FKN1_I,./data/processed/exercises/FKN1_I_E01.txt,(utilizó) [utilizo],0
FKN1_I,./data/processed/exercises/FKN1_I_E02.txt,"no solo se limita, sino [que] también",0
FKN1_I,./data/processed/exercises/FKN1_I_E03.txt,(los) [las] redes sociales,1
FKN1_I,./data/processed/exercises/FKN1_I_E04.txt,(un) otro ángulo,1
FKN1_I,./data/processed/exercises/FKN1_I_E05.txt,orígenes diferentes de (la suya) [los suyos],1
FKN1_I,./data/processed/exercises/FKN1_I_E06.txt,otras personas (quien) [que] las acusan de,0
FKN1_I,./data/processed/exercises/FKN1_I_E07.txt,los diferentes problemas (debido) [debidos] a la desigualdad,0
FKN1_I,./data/processed/exercises/FKN1_I_E08.txt,datos (claves) [clave],1
FKN1_I,./data/processed/exercises/FKN1_I_E09.txt,es mucho (más) peor,0
FKN1_I,./data/processed/exercises/FKN1_I_E10.txt,no solamente es una cuestión de desigualdad sino (tampoco) [también] social,0
FKN1_I,./data/processed/exercises/FKN1_I_E11.txt,(realizar) [darse cuenta de] la urgencia del problema,0
FKN1_I,./data/processed/exercises/FKN1_I_E12.txt,es importante que las organizaciones de voluntariado (deben trabajar) [trabajen],0
FKN1_I,./data/processed/exercises/FKN1_I_E13.txt,sus viajes de voluntariado en (la cual) [los cuales],0
FKN1_I,./data/processed/exercises/FKN1_I_E14.txt,el 10% más rico tiene [el] 47% de los ingresos,1
FKN1_I,./data/processed/exercises/FKN1_I_E15.txt,otras etnias (en) [de] la región,0
RCO1_I,./data/processed/exercises/RCO1_I_E01.txt,la infancia de un niño de hoy es (tan) [muy] diferente de la nuestra / un aspecto (tan) [muy] importante,0
RCO1_I,./data/processed/exercises/RCO1_I_E02.txt,esos niños (fueron nacidos) [nacieron],1
RCO1_I,./data/processed/exercises/RCO1_I_E03.txt,incluyen [tanto] los físicos (tanto) como los psicológicos,0
RCO1_I,./data/processed/exercises/RCO1_I_E04.txt,"(También, ) [Además, ]",0
RCO1_I,./data/processed/exercises/RCO1_I_E05.txt,tenemos en cuenta (de) que,0
RCO1_I,./data/processed/exercises/RCO1_I_E06.txt,para (mi) [mí],0
RCO1_I,./data/processed/exercises/RCO1_I_E07.txt,(papel) [artículo] / (introducen) [presentan],0
RCO1_I,./data/processed/exercises/RCO1_I_E08.txt,(es) [está] bien escrito,1
RCO1_I,./data/processed/exercises/RCO1_I_E09.txt,(introduccion) [introducción] / (informacion) [información],1
RCO1_I,./data/processed/exercises/RCO1_I_E10.txt,"y, (porque) [dado que] los exámenes son difíciles, mucha gente suspende",1
RCO1_I,./data/processed/exercises/RCO1_I_E11.txt,la infancia de un niño de hoy es muy diferente (como la de nosotros) [de la nuestra],1
RCO1_I,./data/processed/exercises/RCO1_I_E12.txt,dado el hecho [de] que,1
RCO1_I,./data/processed/exercises/RCO1_I_E13.txt,la investigación (en) [sobre] pantallas / las pantallas (de) [para] niños / las aficiones (para) [de] los niños,0
RCO1_I,./data/processed/exercises/RCO1_I_E14.txt,la incapacidad para (deducir) [reconocer] noticias falsas,0
RCO1_I,./data/processed/exercises/RCO1_I_E15.txt,"hay muchos accidentes, (que demuestran) [lo que demuestra]",1
FLR1_I,./data/processed/exercises/FLR1_I_E01.txt,palabras (claves) [clave],1
FLR1_I,./data/processed/exercises/FLR1_I_E02.txt,creadas (por) [para] sensibilizar,0
FLR1_I,./data/processed/exercises/FLR1_I_E03.txt,(cambiara) [cambiará],0
FLR1_I,./data/processed/exercises/FLR1_I_E04.txt,(número) [tasa],0
FLR1_I,./data/processed/exercises/FLR1_I_E05.txt,(permiso de nacimiento) [baja por maternidad],0
FLR1_I,./data/processed/exercises/FLR1_I_E06.txt,logramos (a) reducir / sensibilizar [a] la población,0
FLR1_I,./data/processed/exercises/FLR1_I_E07.txt,(reconocimiento de fecundidad) [control de fertilidad],0
FLR1_I,./data/processed/exercises/FLR1_I_E08.txt,(aumentación) [aumento],0
FLR1_I,./data/processed/exercises/FLR1_I_E09.txt,estar (seguro) [claro],0
FLR1_I,./data/processed/exercises/FLR1_I_E10.txt,actuar (de manera considerable) [con consideración],0
FLR1_I,./data/processed/exercises/FLR1_I_E11.txt,la capacidad (a) [de] actuar,0
FLR1_I,./data/processed/exercises/FLR1_I_E12.txt,(apoyar) [respaldar],0
FLR1_I,./data/processed/exercises/FLR1_I_E13.txt,ser (quitado) [arrebatado],1
FLR1_I,./data/processed/exercises/FLR1_I_E14.txt,como (lo) dice,0
FLR1_I,./data/processed/exercises/FLR1_I_E15.txt,influir (a su nivel) [dentro de sus posibilidades],1
FTR1_I,./data/processed/exercises/FTR1_I_E01.txt,sensibilizar [a] la población,0
FTR1_I,./data/processed/exercises/FTR1_I_E02.txt,(super diferentes) [superdiferentes],1
FTR1_I,./data/processed/exercises/FTR1_I_E03.txt,palabras (claves) [clave],1
FTR1_I,./data/processed/exercises/FTR1_I_E04.txt,(exprimir) [explicar],0
FTR1_I,./data/processed/exercises/FTR1_I_E05.txt,un tema sensible y poco (inesperada) [inesperado] / (la pequeña) [el pequeño] video (incluida) [incluido],1
FTR1_I,./data/processed/exercises/FTR1_I_E06.txt,(si) [sí] / (vinculo) [vínculo] / (como) [cómo] los personajes / (critica) [crítica],0
FTR1_I,./data/processed/exercises/FTR1_I_E07.txt,(del) [de lo] primitivo y (del) [de lo] eterno,0
FTR1_I,./data/processed/exercises/FTR1_I_E08.txt,"en la vida me (gusta) [gustan] la moda, la fotografía, los deportes y los viajes",0
FTR1_I,./data/processed/exercises/FTR1_I_E09.txt,tengo (una) cierta facilidad para expresarme / la misma línea psicológica (con) [que] el estilo,1
FTR1_I,./data/processed/exercises/FTR1_I_E10.txt,es necesario (de) releerlo bien / referencias (en) [a] los clásicos / la relación del individuo (a) [con] el universo,0
FTR1_I,./data/processed/exercises/FTR1_I_E11.txt,(son) [están] vinculados,1
FTR1_I,./data/processed/exercises/FTR1_I_E12.txt,(vigilar) [cuidar],1
FTR1_I,./data/processed/exercises/FTR1_I_E13.txt,(relevar) [revelar],1
FTR1_I,./data/processed/exercises/FTR1_I_E14.txt,así [que] es,0
FTR1_I,./data/processed/exercises/FTR1_I_E15.txt,(similaritud) [similitud],1
FCY1_I,./data/processed/exercises/FCY1_I_E01.txt,era (del numérico) [digital] / (utilizador) [usuario],0
FCY1_I,./data/processed/exercises/FCY1_I_E02.txt,asegurarse [de] que,0
FCY1_I,./data/processed/exercises/FCY1_I_E03.txt,(llenar) [cubrir] la demanda,0
FCY1_I,./data/processed/exercises/FCY1_I_E04.txt,(bajo) [por debajo] de / pasatiempos (en) [al] aire libre,0
FCY1_I,./data/processed/exercises/FCY1_I_E05.txt,como (le) [lo] hemos visto antes,0
FCY1_I,./data/processed/exercises/FCY1_I_E06.txt,es importante (de) tener en cuenta que,0
FCY1_I,./data/processed/exercises/FCY1_I_E07.txt,(faltan) [escasean],1
FCY1_I,./data/processed/exercises/FCY1_I_E08.txt,reemplazarán (el) [lo] humano / (el) [lo] natural es vernos,0
FCY1_I,./data/processed/exercises/FCY1_I_E09.txt,(jovenes) [jóvenes],1
FCY1_I,./data/processed/exercises/FCY1_I_E10.txt,(el médico) [la medicina],0
FCY1_I,./data/processed/exercises/FCY1_I_E11.txt,las (buenas y las malas) [ventajas y las] desventajas,1
FCY1_I,./data/processed/exercises/FCY1_I_E12.txt,Pellicer (desarrolla en) [argumenta] que la inteligencia artificial sería buena,1
FCY1_I,./data/processed/exercises/FCY1_I_E13.txt,mala (habitud) [costumbre],0
FCY1_I,./data/processed/exercises/FCY1_I_E14.txt,así como (al fuera) [fuera] de este,1
FCY1_I,./data/processed/exercises/FCY1_I_E15.txt,ámbitos (del cotidiano) [de la vida cotidiana],0
FGC2_S,./data/processed/exercises/FGC2_S_E01.txt,Mi hermano nació en 2004 y (él) es una persona importante en mi vida,1
FGC2_S,./data/processed/exercises/FGC2_S_E02.txt,"Empecé a jugar al fútbol en 2007, en un equipo local, fue muy (rápido) [pronto]",1
FGC2_S,./data/processed/exercises/FGC2_S_E03.txt,la copa de (europa) [Europa],0
FGC2_S,./data/processed/exercises/FGC2_S_E04.txt,(Ese año en otoño) [En el otoño de ese año] empecé la escuela,1
FGC2_S,./data/processed/exercises/FGC2_S_E05.txt,Mi abuela (estaba) [se puso] muy triste,1
FGC2_S,./data/processed/exercises/FGC2_S_E06.txt,(miré) [vi] este partido por la (televisión) [tele],1
FGC2_S,./data/processed/exercises/FGC2_S_E07.txt,En 2016 mi familia (tuvo) [adoptó a] una mascota,0
FGC2_S,./data/processed/exercises/FGC2_S_E08.txt,"Un perro, (que está muy cerca de mi corazón) [al que quiero mucho]",1
FGC2_S,./data/processed/exercises/FGC2_S_E09.txt,"Es un pueblo muy pequeño, pero (tienen) [tiene] una escuela secundaria superior de deportes",1
FGC2_S,./data/processed/exercises/FGC2_S_E10.txt,Conocí [a] muchas personas allí,0
FGC2_S,./data/processed/exercises/FGC2_S_E11.txt,"Muchas personas allí, (quienes) [que] son mis buenos amigos",0
FGC2_S,./data/processed/exercises/FGC2_S_E13.txt,A los 18 (tuvo) [obtuve] el permiso de conducir,0
FGC2_S,./data/processed/exercises/FGC2_S_E15.txt,En 2021 (completé) [terminé] la escuela,0
FGC2_S,./data/processed/exercises/FGC2_S_E14.txt,Y (terminé jugando) [dejé de jugar] al fútbol,1
FGC2_S,./data/processed/exercises/FGC2_S_E12.txt,(Completé) [hice] el servicio militar,0
BEA1_S,./data/processed/exercises/BEA1_S_E01.txt,(Yo) nací el 11 de septiembre de 2001,1
BEA1_S,./data/processed/exercises/BEA1_S_E04.txt,Nací (en) [el] / (once) [11 de] (Septiembre) / [septiembre de] 2001,0
BEA1_S,./data/processed/exercises/BEA1_S_E02.txt,(Belgicá) [Bélgica] / enfermedad (cronica) [crónica] / (dificil) [difícil] / (tambien) [también],1
BEA1_S,./data/processed/exercises/BEA1_S_E03.txt,Las etapas (muy importante) [más importantes] de mi vida,0
BEA1_S,./data/processed/exercises/BEA1_S_E06.txt,(de) [desde] mi nacimiento (a) [hasta los] 16 años,0
BEA1_S,./data/processed/exercises/BEA1_S_E05.txt,"Desde mi nacimiento hasta los 16 años, (estaba) [fui] una chica muy feliz / (estaba) [fue] un momento muy difícil / (estaba) [fue] la mejor etapa de mi vida",0
BEA1_S,./data/processed/exercises/BEA1_S_E07.txt,"Cuando tenía 16 años, (tenía) [me diagnosticaron] una enfermedad crónica",0
BEA1_S,./data/processed/exercises/BEA1_S_E14.txt,Los años (siguiente) [siguientes] / (mi) [mis] amigos,1
