participant_ID,text_file,error,goal_aligned,relevant_goals,interesting_content,ownership,understanding,positive_emotion
RGH1_I,./data/processed/exercises/RGH1_I_E02.txt,artículo (llamada) [llamado],0,1,0,0,1,1
RGH1_I,./data/processed/exercises/RGH1_I_E03.txt,(porque) [por qué],1,1,1,0,1,0
RGH1_I,./data/processed/exercises/RGH1_I_E04.txt,(está) [esta] decisión,0,1,0,0,1,1
RGH1_I,./data/processed/exercises/RGH1_I_E05.txt,(asi) [así] que,1,1,1,0,1,1
RGH1_I,./data/processed/exercises/RGH1_I_E06.txt,nos permite (a) evaluar,1,1,1,0,1,1
RGH1_I,./data/processed/exercises/RGH1_I_E07.txt,mis estudios normalmente [se] enfocan,1,1,1,1,1,1
RGH1_I,./data/processed/exercises/RGH1_I_E08.txt,(últimamente) [a fin de cuentas],1,1,1,0,1,1
RGH1_I,./data/processed/exercises/RGH1_I_E09.txt,(tambien) [también],1,1,1,0,1,1
RGH1_I,./data/processed/exercises/RGH1_I_E10.txt,me (encanta) [encantan] las lenguas,0,1,0,0,1,1
RGH1_I,./data/processed/exercises/RGH1_I_E11.txt,(sentirse grasiento) [estar aceitoso],0,1,0,0,0,1
RGH1_I,./data/processed/exercises/RGH1_I_E12.txt,situaciones políticas (en) [de] todo el mundo,0,1,0,0,1,0
RGH1_I,./data/processed/exercises/RGH1_I_E13.txt,identificar las características de textos distintos y lo que los (hacen) [hace] diferentes,0,1,1,0,0,1
RGH1_I,./data/processed/exercises/RGH1_I_E14.txt,no he estudiado literatura (desde hace) [en] cinco años,0,1,0,0,1,1
RGH1_I,./data/processed/exercises/RGH1_I_E15.txt,(un) [una] parte,1,1,1,0,1,1
FMH1_I,./data/processed/exercises/FMH1_I_E01.txt,(ser tocados por) [ser víctimas de] un terremoto,0,1,0,0,1,0
FMH1_I,./data/processed/exercises/FMH1_I_E02.txt,(neurocientificos) [neurocientíficos],0,1,0,1,1,0
FMH1_I,./data/processed/exercises/FMH1_I_E03.txt,dejar [de] temblar,0,1,0,1,1,0
FMH1_I,./data/processed/exercises/FMH1_I_E04.txt,(este) [ese] trágico mes de marzo del año 2011,0,1,1,0,0,0
FMH1_I,./data/processed/exercises/FMH1_I_E05.txt,a nivel [tanto] humano como material,1,1,0,0,1,0
FMH1_I,./data/processed/exercises/FMH1_I_E06.txt,la región (del) [de] Tohoku,0,1,0,0,1,0
FMH1_I,./data/processed/exercises/FMH1_I_E07.txt,(estudió) [estudio],1,1,0,0,1,0
FMH1_I,./data/processed/exercises/FMH1_I_E08.txt,en la (áerea) [área] que está,1,1,1,0,1,0
FMH1_I,./data/processed/exercises/FMH1_I_E09.txt,el país tiene como desventaja (de) estar sujeto,1,1,0,0,1,0
FMH1_I,./data/processed/exercises/FMH1_I_E10.txt,destruyendo todo (en su camino) [a su paso],1,1,1,0,1,0
FMH1_I,./data/processed/exercises/FMH1_I_E11.txt,(mostrar) [demostrar],0,1,0,0,0,0
FMH1_I,./data/processed/exercises/FMH1_I_E12.txt,un equipo (dirigida) [dirigido],1,1,0,0,1,0
FMH1_I,./data/processed/exercises/FMH1_I_E13.txt,(varias experiencias) [varios experimentos],1,1,1,0,1,0
FMH1_I,./data/processed/exercises/FMH1_I_E14.txt,enfermedades (neurologías) [neurológicas],0,1,1,0,1,0
FMH1_I,./data/processed/exercises/FMH1_I_E15.txt,(apareció) [se reveló],0,1,1,0,1,0
RBI1_I,./data/processed/exercises/RBI1_I_E01.txt,comer sano no solo (se trata de) [consiste en],1,1,1,1,1,1
RBI1_I,./data/processed/exercises/RBI1_I_E02.txt,se ha (descubrido) [descubierto],1,1,1,0,0,1
RBI1_I,./data/processed/exercises/RBI1_I_E03.txt,(articulo) [artículo],1,1,1,1,1,1
RBI1_I,./data/processed/exercises/RBI1_I_E04.txt,estamos de acuerdo [en] que,1,1,1,1,1,1
RBI1_I,./data/processed/exercises/RBI1_I_E05.txt,tienen que (verificar) [consultar] dos bases de datos,1,1,1,1,1,1
RBI1_I,./data/processed/exercises/RBI1_I_E06.txt,lo jugué a (un) nivel profesional,1,1,1,1,1,1
RBI1_I,./data/processed/exercises/RBI1_I_E07.txt,(me) he hecho muchos amigos,0,1,1,1,1,1
RBI1_I,./data/processed/exercises/RBI1_I_E08.txt,(la orden) [el orden],1,1,1,0,1,1
RBI1_I,./data/processed/exercises/RBI1_I_E09.txt,(invaluable) [de valor incalculable],1,1,1,0,1,1
RBI1_I,./data/processed/exercises/RBI1_I_E10.txt,(dia) [día],1,1,1,1,1,1
RBI1_I,./data/processed/exercises/RBI1_I_E11.txt,hay veces (cuando) [en las que],1,1,1,1,1,1
RBI1_I,./data/processed/exercises/RBI1_I_E12.txt,(encontraran) [encontrarán],1,1,0,1,1,1
RBI1_I,./data/processed/exercises/RBI1_I_E13.txt,(el) [él],1,1,0,1,1,0
RBI1_I,./data/processed/exercises/RBI1_I_E14.txt,experimento (scientifico) [científico],1,1,1,1,1,1
RBI1_I,./data/processed/exercises/RBI1_I_E15.txt,(sólo) [solo],1,1,1,0,1,1
RHK1_I,./data/processed/exercises/RHK1_I_E01.txt,[tercera] persona (tercera),1,1,1,1,1,1
RHK1_I,./data/processed/exercises/RHK1_I_E02.txt,(poste) [publicación],1,1,0,1,1,0
RHK1_I,./data/processed/exercises/RHK1_I_E03.txt,(articulo) [artículo],1,1,1,1,1,1
RHK1_I,./data/processed/exercises/RHK1_I_E04.txt,(al primero) [en primer lugar],1,1,1,1,1,1
RHK1_I,./data/processed/exercises/RHK1_I_E05.txt,(medios) [redes] sociales,1,1,1,1,1,1
RHK1_I,./data/processed/exercises/RHK1_I_E06.txt,la información está (escrito) [escrita],0,1,0,1,1,1
RHK1_I,./data/processed/exercises/RHK1_I_E07.txt,(dramáticamente) [drásticamente],1,1,1,1,1,1
RHK1_I,./data/processed/exercises/RHK1_I_E08.txt,(valorable) [valioso],1,1,1,1,1,1
RHK1_I,./data/processed/exercises/RHK1_I_E09.txt,(permitir voces) [dar voz a perspectivas],1,1,1,1,0,1
RHK1_I,./data/processed/exercises/RHK1_I_E10.txt,(especificas) [específicas],1,1,0,1,1,1
RHK1_I,./data/processed/exercises/RHK1_I_E11.txt,las dificultades [de] encontrar,0,1,0,1,1,1
RHK1_I,./data/processed/exercises/RHK1_I_E12.txt,estudios (sociólogos) [sociológicos],1,1,1,1,1,1
RHK1_I,./data/processed/exercises/RHK1_I_E13.txt,(soportar) [apoyar],1,1,0,1,1,1
RHK1_I,./data/processed/exercises/RHK1_I_E14.txt,(destinario) [destinatario],0,1,0,1,1,1
RHK1_I,./data/processed/exercises/RHK1_I_E15.txt,(extensiva) [extensa],1,1,1,1,1,1
IMA1_I,./data/processed/exercises/IMA1_I_E01.txt,la educación (de) tanto [de] los niños como [de] los adolescentes,1,1,1,0,1,0
IMA1_I,./data/processed/exercises/IMA1_I_E02.txt,un nivel (donde) [con el que] puedo expresarme muy bien,1,1,1,0,1,1
IMA1_I,./data/processed/exercises/IMA1_I_E03.txt,(mientras que) [aunque],0,1,0,0,1,0
IMA1_I,./data/processed/exercises/IMA1_I_E04.txt,(porqué) [por qué],1,1,1,0,1,0
IMA1_I,./data/processed/exercises/IMA1_I_E05.txt,en (varios) [varias] formas,1,1,1,0,1,0
IMA1_I,./data/processed/exercises/IMA1_I_E06.txt,(sólo) [solo],0,1,1,0,1,0
IMA1_I,./data/processed/exercises/IMA1_I_E07.txt,estudiando (a) [en] Newcastle,1,1,1,0,1,0
IMA1_I,./data/processed/exercises/IMA1_I_E08.txt,permitiéndonos (a) ver,1,1,1,0,1,0
IMA1_I,./data/processed/exercises/IMA1_I_E09.txt,(es) [está] distorsionada,1,1,1,0,1,0
IMA1_I,./data/processed/exercises/IMA1_I_E10.txt,he (estudio) [estudiado],1,1,1,0,1,0
IMA1_I,./data/processed/exercises/IMA1_I_E11.txt,no es necesario demostrar que una novela es (correcto) [correcta] ni (revisado) [revisada] por pares ni (verificado) [verificada] / el uso está (relacionada) [relacionado],1,1,1,0,1,0
IMA1_I,./data/processed/exercises/IMA1_I_E12.txt,(crimines) [crímenes],0,1,1,0,1,0
IMA1_I,./data/processed/exercises/IMA1_I_E13.txt,en cuanto (el) [al] español,1,1,1,0,1,0
IMA1_I,./data/processed/exercises/IMA1_I_E14.txt,(el autor) [la autora],0,1,0,0,1,0
IMA1_I,./data/processed/exercises/IMA1_I_E15.txt,¿Cuándo (deberíamos esperar tu llegada para) llegarás a la reunión?,1,1,0,1,1,0
FEM1_I,./data/processed/exercises/FEM1_I_E01.txt,(aumentación) [aumento],1,1,1,1,1,1
FEM1_I,./data/processed/exercises/FEM1_I_E02.txt,(reino) [mandato],0,1,0,1,1,1
FEM1_I,./data/processed/exercises/FEM1_I_E03.txt,(porque) [por qué],1,1,1,1,1,1
FEM1_I,./data/processed/exercises/FEM1_I_E04.txt,(crítica) [critica],1,1,1,1,1,0
FEM1_I,./data/processed/exercises/FEM1_I_E05.txt,(mientras que) [aunque] su punto de vista,0,1,1,1,1,1
FEM1_I,./data/processed/exercises/FEM1_I_E06.txt,la tasa más (fuerte) [elevada] / (pasar) [aprobar] una ley,1,1,1,1,1,1
FEM1_I,./data/processed/exercises/FEM1_I_E07.txt,"no es solamente esencial, (pero) [sino que] es también fundamental",1,1,1,1,1,1
FEM1_I,./data/processed/exercises/FEM1_I_E08.txt,(estar muy contestado) [tener una gran oposición] / (que falta de) [para la que faltan] tratamientos médicos,1,1,1,1,1,1
FEM1_I,./data/processed/exercises/FEM1_I_E09.txt,(hacer compromisos) [llegar a acuerdos] / (contestación) [confrontación],1,1,1,1,1,1
FEM1_I,./data/processed/exercises/FEM1_I_E10.txt,el artículo se enfoca (sobre) [en] la situación / es fundamental (a) [para] / nos falta (de) contexto,1,0,1,1,1,1
FEM1_I,./data/processed/exercises/FEM1_I_E11.txt,(màs en màs) [cada vez más] considerada,1,1,0,1,1,1
FEM1_I,./data/processed/exercises/FEM1_I_E12.txt,(pasarse) [ocurrir],1,1,1,1,1,1
FEM1_I,./data/processed/exercises/FEM1_I_E13.txt,en cuanto [a] su pertinencia,1,1,1,1,1,1
FEM1_I,./data/processed/exercises/FEM1_I_E14.txt,(sea) [esté] más impactado,0,1,1,1,1,1
FEM1_I,./data/processed/exercises/FEM1_I_E15.txt,sobre (reales) hechos científicos [reales],0,1,0,0,1,1
RRN1_I,./data/processed/exercises/RRN1_I_E01.txt,tomando en cuenta (sobre) las tres erres / es importante (de) tener en cuenta / tener en cuenta (de) que,1,1,1,0,1,0
RRN1_I,./data/processed/exercises/RRN1_I_E02.txt,(complejos) [complejidades],0,1,1,0,1,1
RRN1_I,./data/processed/exercises/RRN1_I_E03.txt,menciona (como) [cómo] es más económico / que (si) [sí] hay otras opciones / (uso) [usó] / (tenia) [tenía],1,1,1,0,1,1
RRN1_I,./data/processed/exercises/RRN1_I_E04.txt,ha (escrito) [descrito],1,1,1,0,1,1
RRN1_I,./data/processed/exercises/RRN1_I_E05.txt,la importancia [de] que debemos,1,1,1,0,1,1
RRN1_I,./data/processed/exercises/RRN1_I_E06.txt,(una) [un] artículo / ni tratan de usar (los) [las] alternativas / conocimiento (científica) [científico] / (un) [una] idea,1,1,1,0,0,1
RRN1_I,./data/processed/exercises/RRN1_I_E07.txt,(formato en) [forma de] obtener,1,1,1,0,1,1
RRN1_I,./data/processed/exercises/RRN1_I_E08.txt,la mayoría de la gente nunca (piensan) [piensa],1,1,1,0,1,1
RRN1_I,./data/processed/exercises/RRN1_I_E09.txt,"dependen de grandes cantidades de datos para su (formación) [entrenamiento] / debemos (mover fuera) [superar] la idea del ""gold standard"" / solo (pegan a) [siguen] las normas / las normas que (saben) [conocen]",0,1,0,1,0,1
RRN1_I,./data/processed/exercises/RRN1_I_E10.txt,para que (se fueran) [sean] aceptables,0,0,0,0,0,0
RRN1_I,./data/processed/exercises/RRN1_I_E11.txt,entender su punto (directo) [directamente],1,1,1,0,1,1
RRN1_I,./data/processed/exercises/RRN1_I_E12.txt,la calificación que habrían (ganado) [obtenido],1,1,1,0,1,0
RRN1_I,./data/processed/exercises/RRN1_I_E13.txt,(soportar) [respaldar],0,1,0,0,1,1
RRN1_I,./data/processed/exercises/RRN1_I_E14.txt,sino [que] también,1,1,1,0,1,1
RRN1_I,./data/processed/exercises/RRN1_I_E15.txt,(resultas) [resultados] / (introduce) [presenta],1,1,1,0,1,1
FKN1_I,./data/processed/exercises/FKN1_I_E01.txt,(utilizó) [utilizo],0,1,1,1,1,1
FKN1_I,./data/processed/exercises/FKN1_I_E02.txt,"no solo se limita, sino [que] también",0,1,0,1,1,1
FKN1_I,./data/processed/exercises/FKN1_I_E03.txt,(los) [las] redes sociales,0,1,0,0,1,1
FKN1_I,./data/processed/exercises/FKN1_I_E04.txt,(un) otro ángulo,1,1,1,1,1,1
FKN1_I,./data/processed/exercises/FKN1_I_E05.txt,orígenes diferentes de (la suya) [los suyos],0,1,0,1,0,1
FKN1_I,./data/processed/exercises/FKN1_I_E06.txt,otras personas (quien) [que] las acusan de,1,1,1,1,1,1
FKN1_I,./data/processed/exercises/FKN1_I_E07.txt,los diferentes problemas (debido) [debidos] a la desigualdad,0,1,0,1,0,1
FKN1_I,./data/processed/exercises/FKN1_I_E08.txt,datos (claves) [clave],1,1,0,1,1,1
FKN1_I,./data/processed/exercises/FKN1_I_E09.txt,es mucho (más) peor,1,1,1,1,1,1
FKN1_I,./data/processed/exercises/FKN1_I_E10.txt,no solamente es una cuestión de desigualdad sino (tampoco) [también] social,0,1,1,1,1,1
FKN1_I,./data/processed/exercises/FKN1_I_E11.txt,(realizar) [darse cuenta de] la urgencia del problema,1,1,1,1,0,1
FKN1_I,./data/processed/exercises/FKN1_I_E12.txt,es importante que las organizaciones de voluntariado (deben trabajar) [trabajen],0,1,1,0,0,1
FKN1_I,./data/processed/exercises/FKN1_I_E13.txt,sus viajes de voluntariado en (la cual) [los cuales],1,1,1,1,1,1
FKN1_I,./data/processed/exercises/FKN1_I_E14.txt,el 10% más rico tiene [el] 47% de los ingresos,1,1,1,1,1,1
FKN1_I,./data/processed/exercises/FKN1_I_E15.txt,otras etnias (en) [de] la región,1,1,1,1,1,1
RCO1_I,./data/processed/exercises/RCO1_I_E01.txt,la infancia de un niño de hoy es (tan) [muy] diferente de la nuestra / un aspecto (tan) [muy] importante,1,1,1,0,1,0
RCO1_I,./data/processed/exercises/RCO1_I_E02.txt,esos niños (fueron nacidos) [nacieron],0,1,1,0,1,1
RCO1_I,./data/processed/exercises/RCO1_I_E03.txt,incluyen [tanto] los físicos (tanto) como los psicológicos,0,1,1,0,1,1
RCO1_I,./data/processed/exercises/RCO1_I_E04.txt,"(También, ) [Además, ]",1,0,1,0,1,1
RCO1_I,./data/processed/exercises/RCO1_I_E05.txt,tenemos en cuenta (de) que,0,1,0,0,1,1
RCO1_I,./data/processed/exercises/RCO1_I_E06.txt,para (mi) [mí],1,1,1,0,1,1
RCO1_I,./data/processed/exercises/RCO1_I_E07.txt,(papel) [artículo] / (introducen) [presentan],1,1,1,0,1,0
RCO1_I,./data/processed/exercises/RCO1_I_E08.txt,(es) [está] bien escrito,0,1,1,0,1,1
RCO1_I,./data/processed/exercises/RCO1_I_E09.txt,(introduccion) [introducción] / (informacion) [información],1,1,1,0,1,1
RCO1_I,./data/processed/exercises/RCO1_I_E10.txt,"y, (porque) [dado que] los exámenes son difíciles, mucha gente suspende",0,1,1,0,1,0
RCO1_I,./data/processed/exercises/RCO1_I_E11.txt,la infancia de un niño de hoy es muy diferente (como la de nosotros) [de la nuestra],1,1,1,0,1,1
RCO1_I,./data/processed/exercises/RCO1_I_E12.txt,dado el hecho [de] que,1,1,1,0,1,1
RCO1_I,./data/processed/exercises/RCO1_I_E13.txt,la investigación (en) [sobre] pantallas / las pantallas (de) [para] niños / las aficiones (para) [de] los niños,1,1,1,0,1,1
RCO1_I,./data/processed/exercises/RCO1_I_E14.txt,la incapacidad para (deducir) [reconocer] noticias falsas,0,0,0,0,1,1
RCO1_I,./data/processed/exercises/RCO1_I_E15.txt,"hay muchos accidentes, (que demuestran) [lo que demuestra]",1,1,1,0,0,1
FLR1_I,./data/processed/exercises/FLR1_I_E01.txt,palabras (claves) [clave],0,1,0,1,1,1
FLR1_I,./data/processed/exercises/FLR1_I_E02.txt,creadas (por) [para] sensibilizar,1,1,1,1,1,0
FLR1_I,./data/processed/exercises/FLR1_I_E03.txt,(cambiara) [cambiará],0,1,0,1,1,1
FLR1_I,./data/processed/exercises/FLR1_I_E04.txt,(número) [tasa],1,1,0,1,1,1
FLR1_I,./data/processed/exercises/FLR1_I_E05.txt,(permiso de nacimiento) [baja por maternidad],1,1,0,1,1,1
FLR1_I,./data/processed/exercises/FLR1_I_E06.txt,logramos (a) reducir / sensibilizar [a] la población,1,1,1,1,1,1
FLR1_I,./data/processed/exercises/FLR1_I_E07.txt,(reconocimiento de fecundidad) [control de fertilidad],0,1,0,0,0,1
FLR1_I,./data/processed/exercises/FLR1_I_E08.txt,(aumentación) [aumento],0,1,0,1,1,0
FLR1_I,./data/processed/exercises/FLR1_I_E09.txt,estar (seguro) [claro],1,1,1,1,1,1
FLR1_I,./data/processed/exercises/FLR1_I_E10.txt,actuar (de manera considerable) [con consideración],1,1,1,1,1,1
FLR1_I,./data/processed/exercises/FLR1_I_E11.txt,la capacidad (a) [de] actuar,0,1,0,1,1,1
FLR1_I,./data/processed/exercises/FLR1_I_E12.txt,(apoyar) [respaldar],0,1,0,1,1,1
FLR1_I,./data/processed/exercises/FLR1_I_E13.txt,ser (quitado) [arrebatado],1,1,1,1,1,1
FLR1_I,./data/processed/exercises/FLR1_I_E14.txt,como (lo) dice,0,1,0,1,0,1
FLR1_I,./data/processed/exercises/FLR1_I_E15.txt,influir (a su nivel) [dentro de sus posibilidades],0,1,1,1,1,1
FTR1_I,./data/processed/exercises/FTR1_I_E01.txt,sensibilizar [a] la población,1,0,1,1,1,1
FTR1_I,./data/processed/exercises/FTR1_I_E02.txt,(super diferentes) [superdiferentes],0,1,0,1,1,1
FTR1_I,./data/processed/exercises/FTR1_I_E03.txt,palabras (claves) [clave],0,1,0,1,1,1
FTR1_I,./data/processed/exercises/FTR1_I_E04.txt,(exprimir) [explicar],1,1,0,1,0,1
FTR1_I,./data/processed/exercises/FTR1_I_E05.txt,un tema sensible y poco (inesperada) [inesperado] / (la pequeña) [el pequeño] video (incluida) [incluido],0,1,0,1,1,0
FTR1_I,./data/processed/exercises/FTR1_I_E06.txt,(si) [sí] / (vinculo) [vínculo] / (como) [cómo] los personajes / (critica) [crítica],1,1,0,1,1,1
FTR1_I,./data/processed/exercises/FTR1_I_E07.txt,(del) [de lo] primitivo y (del) [de lo] eterno,1,1,1,1,1,1
FTR1_I,./data/processed/exercises/FTR1_I_E08.txt,"en la vida me (gusta) [gustan] la moda, la fotografía, los deportes y los viajes",1,1,1,1,0,1
FTR1_I,./data/processed/exercises/FTR1_I_E09.txt,tengo (una) cierta facilidad para expresarme / la misma línea psicológica (con) [que] el estilo,1,1,1,1,1,1
FTR1_I,./data/processed/exercises/FTR1_I_E10.txt,es necesario (de) releerlo bien / referencias (en) [a] los clásicos / la relación del individuo (a) [con] el universo,1,1,1,1,1,1
FTR1_I,./data/processed/exercises/FTR1_I_E11.txt,(son) [están] vinculados,1,1,1,1,1,1
FTR1_I,./data/processed/exercises/FTR1_I_E12.txt,(vigilar) [cuidar],1,1,1,1,1,1
FTR1_I,./data/processed/exercises/FTR1_I_E13.txt,(relevar) [revelar],1,1,1,1,1,1
