participant_ID,text_file,age,sex,country,background,languages_spoken,level,error,error_type,gram_cat,exercise_type,exercise_format,why_solve,overall_usefulness_score,search,external_source,interference,l1_comparison,l2_comparison,productive_metalinguistic,receptive_explanation,examples,images,focused,productive_retrieval,recall,retrieval,multiple_retrievals,spaced_retrievals,option_comparison,sentence_creation,composition_creation,complete,exercise_score,evaluation_score,understanding,belief,recognition_imm,correction_imm,overall_score_imm,recognition_del,correction_del,overall_score_del,overall_experience_score,time_invested
ILA1_I,./data/processed/exercises/ILA1_I_E11.txt,20,F,Italy,Language and Literature,3,Intermediate,"Ver cómo los autores españoles desarrollan sus pensamientos, como (lo) [los] ponen por escrito",Number,Noun,2G,Rewriting,to learn from my mistakes,4,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,10,4,1,useful,1,1,5.33,1,1,6,4,180
ILA1_I,./data/processed/exercises/ILA1_I_E12.txt,20,F,Italy,Language and Literature,3,Intermediate,"Ver cómo los autores españoles desarrollan sus (pensamiento) [pensamientos], como los ponen por escrito",Number,Noun,3B,Fill-in-the-blanks,to learn from my mistakes,4,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,9,4,1,useful,0,0,5.33,1,1,6,4,180
ILA1_I,./data/processed/exercises/ILA1_I_E13.txt,20,F,Italy,Language and Literature,3,Intermediate,Una (apoplejía) [conmoción] que me vio crecer desde todos los puntos de vista,Substitution,Noun,"2L, 5E","Matching, writing",to learn from my mistakes,4,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,10,4,1,useful,1,1,5.33,1,1,6,4,180
ILA1_I,./data/processed/exercises/ILA1_I_E14.txt,20,F,Italy,Language and Literature,3,Intermediate,"Puede ser también una imagen simple, una publicidad sin (escritas) [escritos] y sin palabras",Substitution,Noun,5E,"Classification, fill-in-the-blanks",to learn from my mistakes,4,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,10,4,1,useful,0,0,5.33,0,0,6,4,180
ILA1_I,./data/processed/exercises/ILA1_I_E15.txt,20,F,Italy,Language and Literature,3,Intermediate,Me defino [como] una persona muy tímida,Ellipsis,Preposition,"3B, 2G","Fill-in-the-blanks, rewriting",to learn from my mistakes,4,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,6.3,2,0,confusing,1,1,5.33,0,0,6,4,180
FGC1_I,./data/processed/exercises/FGC1_I_E01.txt,20,F,France,Language and Literature,3,Superior,Un evento (tan) [muy] esperado a principios de año,Substitution,Adverb,5E,Binary choice,it was required,3,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,9,2,1,already acquired,1,1,5.33,1,1,4.67,2.5,240
FGC1_I,./data/processed/exercises/FGC1_I_E02.txt,20,F,France,Language and Literature,3,Superior,(taréa) [tarea],Creation,Noun,5A,Accent placement exercise,it was required,3,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,10,1,1,already acquired,1,1,5.33,0,0,4.67,2.5,240
FGC1_I,./data/processed/exercises/FGC1_I_E03.txt,20,F,France,Language and Literature,3,Superior,"Este fenómeno ha sido percibido en el mundo entero, (dando lugar a millones de personas cautivadas) [cautivando a millones de personas]",Analysis,Verb,2G,Rewriting,it was required,3,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,8.33,4,1,useful,0,0,5.33,1,1,4.67,2.5,240
FGC1_I,./data/processed/exercises/FGC1_I_E04.txt,20,F,France,Language and Literature,3,Superior,Solo se habían producido diez pasos de la sombra de la Luna (sobre) [por delante de] la Tierra durante este siglo,Government,Preposition,5E,Multiple choice,it was required,3,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,6.3,3,1,useful,0,0,5.33,0,0,4.67,2.5,240
FGC1_I,./data/processed/exercises/FGC1_I_E05.txt,20,F,France,Language and Literature,3,Superior,(Este) [Ese] eclipse solar total comenzó,Substitution,Adjective,3B,Fill-in-the-blanks,it was required,3,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,8.33,1,1,already acquired,1,1,5.33,0,0,4.67,2.5,240
FGC1_I,./data/processed/exercises/FGC1_I_E06.txt,20,F,France,Language and Literature,3,Superior,"Este fenómeno, que se produce al (transitar) [cubrir] la luna (por delante de) el sol",Analysis,Verb,"2A, 2M","Vocabulary extraction, translation",it was required,3,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,7.3,3,1,new vocabulary,1,1,5.33,0,0,4.67,2.5,240
FGC1_I,./data/processed/exercises/FGC1_I_E07.txt,20,F,France,Language and Literature,3,Superior,Los más afortunados pudieron vivir unos minutos sumergidos en la oscuridad más (total) [absoluta] en pleno día,Substitution,Adjective,2G,Rewriting,it was required,3,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,8.6,4,1,useful,0,0,5.33,0,0,4.67,2.5,240
FGC1_I,./data/processed/exercises/FGC1_I_E08.txt,20,F,France,Language and Literature,3,Superior,este impresionante (espécimen) [fenómeno] celestial,Substitution,Noun,"3A, 5D",Leave the odd one out,it was required,3,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,5,3,1,new vocabulary,0,0,5.33,0,0,4.67,2.5,240
FGC1_I,./data/processed/exercises/FGC1_I_E09.txt,20,F,France,Language and Literature,3,Superior,Puede percibir las informaciones más (rápidas) [rápido],Substitution,Adverb,5E,Multiple choice,it was required,3,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,7.5,4,1,useful,0,0,5.33,1,1,4.67,2.5,240
FGC1_I,./data/processed/exercises/FGC1_I_E10.txt,20,F,France,Language and Literature,3,Superior,para (mi) [mí],Substitution,Pronoun,"2L, 2M, 5E","Matching, writing",it was required,3,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,9.5,1,1,already acquired,1,1,5.33,1,1,4.67,2.5,240
FGC1_I,./data/processed/exercises/FGC1_I_E11.txt,20,F,France,Language and Literature,3,Superior,En el programa radiofónico (se ha tratado de) [se han tratado] las ventajas cognitivas de los bilingües,Substitution,Verb,5E,Multiple choice,it was required,3,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,6,4,1,new vocabulary,1,1,5.33,1,1,4.67,2.5,240
FGC1_I,./data/processed/exercises/FGC1_I_E12.txt,20,F,France,Language and Literature,3,Superior,"No solo porque estamos en un mundo multicultural, sino (que) también (para hacer trabajar el cerebro) [porque propicia que el cerebro trabaje]",Substitution,Conjunctive phrase,2K,Reflection,it was required,3,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,10,3,1,useful,0,0,5.33,0,0,4.67,2.5,240
FGC1_I,./data/processed/exercises/FGC1_I_E13.txt,20,F,France,Language and Literature,3,Superior,(tardar) [retrasar] enfermedades,Substitution,Verb,5E,"Binary choice, reflection",it was required,3,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,9,3,1,useful,1,1,5.33,1,1,4.67,2.5,240
FGC1_I,./data/processed/exercises/FGC1_I_E14.txt,20,F,France,Language and Literature,3,Superior,Me parece (coherente) [lógico] que,Substitution,Adjective,5E,"Reflection, writing",it was required,3,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,4.5,1,1,already acquired,1,1,5.33,1,1,4.67,2.5,240
FGC1_I,./data/processed/exercises/FGC1_I_E15.txt,20,F,France,Language and Literature,3,Superior,(pues) [así pues],Substitution,Adverb,3B,Fill-in-the-blanks,it was required,3,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,4,2,1,already acquired,0,0,5.33,0,0,4.67,2.5,240
RCS1_I,./data/processed/exercises/RCS1_I_E01.txt,20,F,UK,Economics,2,Intermediate,una nueva flexibilidad y autonomía (ha) [han] mejorado,Number,Noun,5E,Multiple choice,to learn from my mistakes,3,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,6.7,2,1,useful,0,0,4.67,1,1,4.67,2.5,150
RCS1_I,./data/processed/exercises/RCS1_I_E02.txt,20,F,UK,Economics,2,Intermediate,(adoptar) [encontrar] un equilibrio,Substitution,Verb,"3A, 5D",Leave the odd one out,to learn from my mistakes,3,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,5,4,1,useful,0,0,4.67,0,0,4.67,2.5,150
RCS1_I,./data/processed/exercises/RCS1_I_E03.txt,20,F,UK,Economics,2,Intermediate,(articulo) [artículo],Substitution,Noun,2I,Picture-based writing,to learn from my mistakes,3,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1,5,1,1,too easy,0,0,4.67,0,0,4.67,2.5,150
RCS1_I,./data/processed/exercises/RCS1_I_E04.txt,20,F,UK,Economics,2,Intermediate,¿(Sólo) [Solo] una tendencia o una nueva normalidad?,Creation,Adverb,2K,Reflection,to learn from my mistakes,3,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,6.7,2,1,useful,0,0,4.67,0,0,4.67,2.5,150
RCS1_I,./data/processed/exercises/RCS1_I_E05.txt,20,F,UK,Economics,2,Intermediate,implicaciones (éticos) [éticas],Gender,Noun,1A,Fill-in-the-blanks,to learn from my mistakes,3,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,10,2,1,useful,1,1,4.67,1,1,4.67,2.5,150
RCS1_I,./data/processed/exercises/RCS1_I_E06.txt,20,F,UK,Economics,2,Intermediate,avances (a la) [en] tecnología,Government,Preposition,5E,Multiple choice,to learn from my mistakes,3,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,7.14,3,1,useful,1,1,4.67,1,1,4.67,2.5,150
RCS1_I,./data/processed/exercises/RCS1_I_E07.txt,20,F,UK,Economics,2,Intermediate,(esta) [está] dedicada,Substitution,Verb,5A,"Matching, writing",to learn from my mistakes,3,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,8,4,1,useful,0,0,4.67,0,0,4.67,2.5,150
RCS1_I,./data/processed/exercises/RCS1_I_E08.txt,20,F,UK,Economics,2,Intermediate,"(También,) [Además, ] menciona los principios",Substitution,Adverb,2G,Sentence combining,to learn from my mistakes,3,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,6,4,1,new vocabulary,1,1,4.67,0,0,4.67,2.5,150
RCS1_I,./data/processed/exercises/RCS1_I_E09.txt,20,F,UK,Economics,2,Intermediate,(introduce) [implica] nuevos retos,Substitution,Verb,5E,Binary choice,to learn from my mistakes,3,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,8.3,3,1,useful,1,1,4.67,1,1,4.67,2.5,150
RCS1_I,./data/processed/exercises/RCS1_I_E10.txt,20,F,UK,Economics,2,Intermediate,A menudo (se) denominado teletrabajo,Pronoun,Verb,"5E, 2K",Reflection,to learn from my mistakes,3,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,8.75,2,1,useful,0,0,4.67,0,0,4.67,2.5,150
RCS1_I,./data/processed/exercises/RCS1_I_E11.txt,20,F,UK,Economics,2,Intermediate,(éticos médicas) [ética médica],Creation,Noun,2M,Translation,to learn from my mistakes,3,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,10,1,1,too easy,1,1,4.67,1,1,4.67,2.5,150
RCS1_I,./data/processed/exercises/RCS1_I_E12.txt,20,F,UK,Economics,2,Intermediate,(producirá una regresión) [volverá],Analysis,Verb,"2I, 2G",Rewriting,to learn from my mistakes,3,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,4,1,1,too easy,0,0,4.67,0,0,4.67,2.5,150
RCS1_I,./data/processed/exercises/RCS1_I_E13.txt,20,F,UK,Economics,2,Intermediate,los retos y (limitantes) [limitaciones] de la pandemia,Substitution,Noun,5E,"Reflection, writing",to learn from my mistakes,3,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,10,2,1,useful,0,0,4.67,1,1,4.67,2.5,150
RCS1_I,./data/processed/exercises/RCS1_I_E14.txt,20,F,UK,Economics,2,Intermediate,según (de) una encuesta,Government,Preposition,3B,Fill-in-the-blanks,to learn from my mistakes,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,7.5,2,1,useful,1,1,4.67,1,1,4.67,2.5,150
RCS1_I,./data/processed/exercises/RCS1_I_E15.txt,20,F,UK,Economics,2,Intermediate,(violación) [filtración] de datos,Substitution,Noun,"2A, 2M","Vocabulary extraction, translation",to learn from my mistakes,3,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,10,3,1,useful,1,1,4.67,0,0,4.67,2.5,150
RUE1_I,./data/processed/exercises/RUE1_I_E01.txt,22,F,UK,Economics,2,Advanced,"(También,) [Además, ]",Substitution,Adverb,2G,Sentence combining,to learn from my mistakes,3.5,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,5,4,1,very clear,1,1,7.33,1,1,6,4,300
RUE1_I,./data/processed/exercises/RUE1_I_E02.txt,22,F,UK,Economics,2,Advanced,problemas (de) [en] la relación,Government,Preposition,"5E, 2M","Binary choice, translation",to learn from my mistakes,3.5,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,7.14,3,1,repetitive,0,0,7.33,1,1,6,4,300
RUE1_I,./data/processed/exercises/RUE1_I_E03.txt,22,F,UK,Economics,2,Advanced,las tendencias (mostraron) [se detectaron] en ambos sexos,Substitution,Verb,"3A, 5D",Leave the odd one out,to learn from my mistakes,3.5,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,10,3,1,too easy,1,1,7.33,0,0,6,4,300
RUE1_I,./data/processed/exercises/RUE1_I_E04.txt,22,F,UK,Economics,2,Advanced,la intensidad y la cantidad de ejercicios (necesarias) [necesarios],Gender,Noun,5E,Multiple choice,to learn from my mistakes,3.5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,6.67,3,1,too easy,0,0,7.33,0,0,6,4,300
RUE1_I,./data/processed/exercises/RUE1_I_E05.txt,22,F,UK,Economics,2,Advanced,(uno de los críticos) [una de las críticas],Substitution,Noun,2F,"Binary choice, reflection, writing",to learn from my mistakes,3.5,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,9,4,1,useful,1,1,7.33,1,1,6,4,300
RUE1_I,./data/processed/exercises/RUE1_I_E06.txt,22,F,UK,Economics,2,Advanced,una de las [mayores] críticas (mayores),Order,Adjective,5E,Reorder,to learn from my mistakes,3.5,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,7,4,1,useful,1,1,7.33,1,1,6,4,300
RUE1_I,./data/processed/exercises/RUE1_I_E07.txt,22,F,UK,Economics,2,Advanced,las muchas (de) variables que pueden tener impacto,Government,Preposition,"3H, 5E",Table-based collocation combining,to learn from my mistakes,3.5,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,10,4,1,useful,1,1,7.33,1,1,6,4,300
RUE1_I,./data/processed/exercises/RUE1_I_E08.txt,22,F,UK,Economics,2,Advanced,toda mi familia (son escoceses) [es escocesa],Number,Noun,"5E, 2M","Binary choice, translation",to learn from my mistakes,3.5,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,8.6,3,1,too easy,1,1,7.33,1,1,6,4,300
RUE1_I,./data/processed/exercises/RUE1_I_E09.txt,22,F,UK,Economics,2,Advanced,(auto declarados) [autodeclarados],Creation,Adjective,"2J, 1D",Writing,to learn from my mistakes,3.5,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,8,4,1,new vocabulary,1,1,7.33,0,0,6,4,300
RUE1_I,./data/processed/exercises/RUE1_I_E10.txt,22,F,UK,Economics,2,Advanced,a un nivel mucho más alto [del] que puedo hablar,Government,Preposition,1D,Fill-in-the-blanks,to learn from my mistakes,3.5,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,5,3,1,repetitive,0,0,7.33,0,0,6,4,300
RUE1_I,./data/processed/exercises/RUE1_I_E11.txt,22,F,UK,Economics,2,Advanced,la mayor fuente de investigación (llega al) [proviene del] cuestionario,Substitution,Verb,"2I, 5E","Picture-based writing, reflection",to learn from my mistakes,3.5,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,10,4,1,"creative, useful",1,1,7.33,1,1,6,4,300
RUE1_I,./data/processed/exercises/RUE1_I_E12.txt,22,F,UK,Economics,2,Advanced,al finalizar (de) este periodo,Government,Preposition,"2G, 2I","Error correction, writing",to learn from my mistakes,3.5,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,8.75,3,1,confusing,1,1,7.33,1,1,6,4,300
RUE1_I,./data/processed/exercises/RUE1_I_E13.txt,22,F,UK,Economics,2,Advanced,manifestarse (en forma oral) [oralmente],Analysis,Adverb,5E,Reflection,to learn from my mistakes,3.5,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,6,4,1,useful,1,1,7.33,1,1,6,4,300
RUE1_I,./data/processed/exercises/RUE1_I_E14.txt,22,F,UK,Economics,2,Advanced,reacciones (en persona) [cara a cara],Substitution,Adverb,5E,"Binary choice, reflection",to learn from my mistakes,3.5,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,8.63,4,1,new vocabulary,0,0,7.33,0,0,6,4,300
RUE1_I,./data/processed/exercises/RUE1_I_E15.txt,22,F,UK,Economics,2,Advanced,países como (en) [los de] América Latina,Substitution,Pronoun,"2G, 5E","Error correction, writing",to learn from my mistakes,3.5,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,8.57,3,1,repetitive,1,1,7.33,0,0,6,4,300
RGH1_I,./data/processed/exercises/RGH1_I_E01.txt,21,F,UK,International Relations,4,Advanced,"(También,) [Además, ]",Substitution,Adverb,2G,Sentence combining,it was required,3,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,7,3,1,difficult,0,0,7.33,0,0,4,2.5,150
RGH1_I,./data/processed/exercises/RGH1_I_E02.txt,21,F,UK,International Relations,4,Advanced,artículo (llamada) [llamado],Gender,Noun,1A,Fill-in-the-blanks,it was required,3,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,10,1,1,too easy,1,1,7.33,1,1,4,2.5,150
RGH1_I,./data/processed/exercises/RGH1_I_E03.txt,21,F,UK,International Relations,4,Advanced,(porque) [por qué],Substitution,Adverb,"2K, 2M","Reflection, writing, translation",it was required,3,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,0,6.7,4,1,new vocabulary,0,0,7.33,0,0,4,2.5,150
RGH1_I,./data/processed/exercises/RGH1_I_E04.txt,21,F,UK,International Relations,4,Advanced,(está) [esta] decisión,Substitution,Adjective,"2L, 5E","Matching, writing",it was required,3,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,10,2,1,difficult,1,1,7.33,0,0,4,2.5,150
RGH1_I,./data/processed/exercises/RGH1_I_E05.txt,21,F,UK,International Relations,4,Advanced,(asi) [así] que,Creation,Conjunctive phrase,3B,Fill-in-the-blanks,it was required,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,6,4,1,useful,1,1,7.33,0,0,4,2.5,150
RGH1_I,./data/processed/exercises/RGH1_I_E06.txt,21,F,UK,International Relations,4,Advanced,nos permite (a) evaluar,Government,Preposition,"3H, 5E","Table-based collocation combining, writing",it was required,3,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,7.27,1,1,"difficult, not useful",1,1,7.33,1,1,4,2.5,150
RGH1_I,./data/processed/exercises/RGH1_I_E07.txt,21,F,UK,International Relations,4,Advanced,mis estudios normalmente [se] enfocan,Pronoun,Verb,5E,Reflection,it was required,3,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,8,3,1,useful,1,1,7.33,1,1,4,2.5,150
RGH1_I,./data/processed/exercises/RGH1_I_E08.txt,21,F,UK,International Relations,4,Advanced,(últimamente) [a fin de cuentas],Substitution,Adverb,5E,Binary choice,it was required,3,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6.67,3,1,useful,1,1,7.33,1,1,4,2.5,150
RGH1_I,./data/processed/exercises/RGH1_I_E09.txt,21,F,UK,International Relations,4,Advanced,(tambien) [también],Creation,Adverb,5A,Accent placement exercise,it was required,3,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,6.67,4,1,"useful, explicit rule",1,1,7.33,0,0,4,2.5,150
RGH1_I,./data/processed/exercises/RGH1_I_E10.txt,21,F,UK,International Relations,4,Advanced,me (encanta) [encantan] las lenguas,Number,Noun,5E,Multiple choice,it was required,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,5,2,1,"difficult, not useful",0,0,7.33,0,0,4,2.5,150
RGH1_I,./data/processed/exercises/RGH1_I_E11.txt,21,F,UK,International Relations,4,Advanced,(sentirse grasiento) [estar aceitoso],Substitution,Verb,"2M, 5E","Translation, writing",it was required,3,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,did not know what to do,0,0,7.33,0,0,4,2.5,150
RGH1_I,./data/processed/exercises/RGH1_I_E12.txt,21,F,UK,International Relations,4,Advanced,situaciones políticas (en) [de] todo el mundo,Government,Preposition,5E,Multiple choice,it was required,3,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,8.33,2,1,"difficult, not useful",1,1,7.33,0,0,4,2.5,150
RGH1_I,./data/processed/exercises/RGH1_I_E13.txt,21,F,UK,International Relations,4,Advanced,identificar las características de textos distintos y lo que los (hacen) [hace] diferentes,Number,Verb,2G,Sentence combining,it was required,3,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,6,3,1,no explicit rule,1,1,7.33,0,0,4,2.5,150
RGH1_I,./data/processed/exercises/RGH1_I_E14.txt,21,F,UK,International Relations,4,Advanced,no he estudiado literatura (desde hace) [en] cinco años,Government,Preposition,5E,"Binary choice, writing",it was required,3,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,9,2,1,too easy,1,1,7.33,1,1,4,2.5,150
RGH1_I,./data/processed/exercises/RGH1_I_E15.txt,21,F,UK,International Relations,4,Advanced,(un) [una] parte,Substitution,Noun,2F,"Binary choice, reflection, writing",it was required,3,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,10,4,1,new vocabulary,1,1,7.33,1,1,4,2.5,150
FMH1_I,./data/processed/exercises/FMH1_I_E01.txt,20,M,France,Language and Literature,3,Superior,(ser tocados por) [ser víctimas de] un terremoto,Substitution,Verb,2G,Rewriting,it was required,2.5,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,10,2,1,too difficult,1,1,6.67,1,1,5.33,2,180
FMH1_I,./data/processed/exercises/FMH1_I_E02.txt,20,M,France,Language and Literature,3,Superior,(neurocientificos) [neurocientíficos],Creation,Noun,5A,Accent placement exercise,it was required,2.5,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,10,1,1,already acquired,1,1,6.67,1,1,5.33,2,180
